rate_year,program,hospid,hospital_name,pct_adjustment,dollar_adjustment,source_file,pct_column,dollar_column
2019,MHAC,15,FRANKLIN SQUARE,-0.0022222222222222227,-668053.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,16,WASHINGTON ADVENTIST,0.0013333333333333322,211117.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,17,GARRETT COUNTY,0.0,0.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,18,MONTGOMERY GENERAL,0.0015555555555555548,121036.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,19,PENINSULA REGIONAL,0.0,0.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,22,SUBURBAN,-0.0004444444444444452,-87747.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,23,ANNE ARUNDEL,0.0033333333333333314,997550.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,24,UNION MEMORIAL,-0.0071111111111111115,-1673575.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,27,WESTERN MARYLAND HEALTH SYSTEM,-0.004444444444444445,-760001.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,28,ST. MARY,0.004888888888888889,373037.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,29,HOPKINS BAYVIEW MED CTR,0.0,0.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,30,CHESTERTOWN,0.0,0.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,32,UNION HOSPITAL  OF CECIL COUNT,0.0,0.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,33,CARROLL COUNTY,-0.006222222222222223,-826317.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,34,HARBOR,0.0,0.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,35,CHARLES REGIONAL,0.0037777777777777766,284086.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,37,EASTON,0.0031111111111111088,327358.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,38,UMMC MIDTOWN,0.003999999999999998,468871.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,39,CALVERT,0.0011111111111111096,70753.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,40,NORTHWEST,0.0017777777777777757,237918.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
2019,MHAC,43,BALTIMORE WASHINGTON MEDICAL CENTER,0.0013333333333333322,305536.0,ry2019__ry19mhacscaling__mhac_modeling_results.csv,% Adjustment,$ Adjustment
