hosp_num,fiscal_year,fy_end_month,hospital_key,match_score,match_basis,equivalent_inpatient_adms_eipa_regulated_services,equivalent_inpatient_adms_eipa_total,gross_patient_revenue_regulated_services,gross_patient_revenue_total,gross_patient_revenue_unregulated_services,inpatient_readmission_charges,net_operating_profit_loss_regulated_services,net_operating_profit_loss_total,net_operating_profit_loss_unregulated_services,net_patient_revenue_npr_regulated_services,net_patient_revenue_npr_total,net_patient_revenue_npr_unregulated_services,nor_per_eipa_regulated_services,nor_per_eipa_total,npr_per_eipa_regulated_services,npr_per_eipa_total,operating_expenses_per_eipa_regulated_services,operating_expenses_per_eipa_total,other_operating_revenue_regulated_services,other_operating_revenue_total,other_operating_revenue_unregulated_services,potentially_avoidable_utilization_costs,risk_adjusted_ppc_rate,risk_adjusted_readmission_percent,total_direct_graduate_medical_education,total_direct_medical_education,total_excess_profit_loss,total_excess_profit_loss_net_operating_profit_of_regulated_nor,total_excess_profit_loss_net_total_operating_profit_of_total_nor,total_excess_profit_loss_total_excess_profit_of_total_revenue,total_non_operating_profit_loss,total_non_operating_profit_loss_change_in_net_operating_profit_regulated,total_non_operating_profit_loss_change_in_net_operating_profit_total,total_non_operating_profit_loss_change_in_nor_per_eipa_regulated,total_non_operating_profit_loss_change_in_npr_per_eipa_regulated,total_non_operating_profit_loss_change_in_oper_expense_per_eipa_regulated,total_non_operating_profit_loss_change_in_total_excess_profit,total_non_operating_profit_loss_net_operating_profit_of_regulated_nor,total_non_operating_profit_loss_net_total_operating_profit_of_total_nor,total_non_operating_profit_loss_non_operating_expenses,total_non_operating_profit_loss_non_operating_revenue,total_non_operating_profit_loss_total_excess_profit,total_non_operating_profit_loss_total_excess_profit_of_total_revenue,total_operating_expenses_regulated_services,total_operating_expenses_total,total_regulated_inpatient_admissions,total_regulated_outpatient_visits,net_operating_profit_of_regulated_nor,net_total_operating_profit_of_total_nor,total_excess_profit_of_total_revenue
15,2007,June,FRANKLIN SQUARE HOSPITAL CENTER,0.975,short_name,36098.0,39835.0,367165100.0,447212132.0,80047032.0,,22662844.0,10757277.0,-11905567.0,310773359.0,343249738.0,32476379.0,8689.73,8803.33,8609.16,8616.82,8061.92,8533.29,313681759.0,350679383.0,36997624.0,,,,,,,,,,181760.0,56.48,31.54,5.47,5.64,3.02,27.01,7.22,3.07,0.0,181760.0,10939037.0,3.12,291018915.0,339922106.0,,,7.22,3.07,3.12
15,2008,June,FRANKLIN SQUARE HOSPITAL CENTER,0.975,short_name,38639.0,42577.0,401669900.0,490804677.0,89134777.0,,34883003.0,20517029.0,-14365974.0,338447374.0,374229392.0,35782018.0,8824.76,8953.37,8759.27,8789.47,7921.97,8471.49,340977840.0,381207892.0,40230052.0,,,,,,,,,,306813.0,53.92,90.73,1.55,1.74,-1.74,90.36,10.23,5.38,0.0,306813.0,20823842.0,5.46,306094837.0,360690863.0,,,10.23,5.38,5.46
15,2009,June,FRANKLIN SQUARE HOSPITAL CENTER,0.975,short_name,39391.0,43667.0,414987900.0,512486539.0,97498639.0,,35529662.0,17728555.0,-17801107.0,355664346.0,393333898.0,37669552.0,9085.73,9174.56,9029.09,9007.55,8183.76,8768.56,357895394.0,400626501.0,42731107.0,,,,,,,,,,240780.0,1.85,-13.59,2.96,3.08,3.3,-13.71,9.93,4.43,0.0,240780.0,17969335.0,4.48,322365732.0,382897946.0,,,9.93,4.43,4.48
15,2010,June,FRANKLIN SQUARE HOSPITAL CENTER,0.975,short_name,40072.0,44476.0,422965000.0,525315792.0,102350792.0,,45021159.0,26666389.0,-18354770.0,363651606.0,403217818.0,39566212.0,9134.82,9231.77,9074.89,9066.06,8011.33,8632.2,366053438.0,7370008.0,44534388.0,,,,,,,,,,393168.0,26.71,50.41,0.54,0.51,-2.11,50.59,12.3,6.49,54312.0,447480.0,27059557.0,6.58,321032279.0,383921437.0,,,12.3,6.49,6.58
15,2011,June,MEDSTAR FRANKLIN SQUARE,1.0,hscrc_name,34758.0,31080.0,439004200.0,550706758.0,111702558.0,,39025143.0,17067447.0,-21957696.0,376513275.0,419695142.0,43181867.0,10923.81,13749.45,10832.3,13503.79,9801.06,13200.3,379693940.0,427330042.0,47636102.0,,,,,,,,,,376560.0,-13.32,-36.0,19.58,19.37,22.34,-35.53,10.28,3.99,0.0,376560.0,17444007.0,4.08,340668797.0,410262595.0,,,10.28,3.99,4.08
15,2012,June,MEDSTAR FRANKLIN SQUARE,1.0,hscrc_name,36473.0,32085.0,477082000.0,604950522.0,127868522.0,,31496894.0,12982547.0,-18514347.0,391379153.0,441706112.0,50326959.0,10822.87,14013.46,10730.66,13766.71,9959.3,13608.83,3363126.0,7916894.0,4553768.0,,,,,,13287500.0,,,,304953.0,-19.29,-23.93,-0.92,-0.94,1.61,-23.83,7.98,2.89,0.0,304953.0,13287500.0,2.95,363245385.0,436640459.0,22145.0,172628.0,7.98,2.89,2.95
15,2013,June,MEDSTAR FRANKLIN SQUARE,1.0,hscrc_name,36413.0,31443.0,469792200.0,619113725.0,149321525.0,47337666.0,26574956.0,60164.0,-26514792.0,385021682.0,440292883.0,55271201.0,10703.39,14324.92,10573.71,14002.87,9973.57,14323.0,4721924.0,10126107.0,5404183.0,77076949.0,0.99,13.77,7580480.0,,425534.0,6.82,0.01,0.09,365370.0,-15.63,-99.54,-1.1,-1.46,0.14,-96.8,6.82,0.01,0.0,365370.0,425534.0,0.09,363168650.0,450358826.0,21997.0,170528.0,6.82,0.01,0.09
15,2014,June,MEDSTAR FRANKLIN SQUARE,1.0,hscrc_name,,,486467000.0,678642314.0,192175314.0,47308423.0,40797801.0,21317494.0,-19480307.0,407447444.0,477448097.0,70000653.0,,,,,,,414241924.0,490558707.0,76316783.0,75140771.0,0.99,12.83,7574040.0,7574040.0,21563555.0,9.85,4.35,4.39,246061.0,,,,,,,,,0.0,246061.0,,,373444124.0,469241214.0,21804.0,168073.0,9.85,4.35,4.39
15,2015,June,MEDSTAR FRANKLIN SQUARE,1.0,hscrc_name,,,491172800.0,666456539.0,175283739.0,45189281.0,39840710.0,17142750.0,-22697960.0,418234842.0,493606230.0,75371387.0,,,,,,,3724142.0,504132430.0,6802058.0,74675188.0,0.88,12.18,8467280.0,8467280.0,17341909.0,9.44,3.4,3.44,199160.0,,,,,,,,,0.0,199160.0,,,382118274.0,486989680.0,,,9.44,3.4,3.44
15,2016,June,MEDSTAR FRANKLIN SQUARE,1.0,hscrc_name,,,505736100.0,692034788.0,186298688.0,48863124.0,45326578.0,10608760.0,-34717818.0,427619940.0,507091510.0,79471571.0,,,,,,,3235505.0,11581681.0,8346177.0,79684474.0,0.68,12.29,,9890754.0,10758078.0,10.52,2.05,2.07,149318.0,,,,,,,,,0.0,149318.0,,,385528867.0,508064432.0,,,10.52,2.05,2.07
15,2017,June,MEDSTAR FRANKLIN SQUARE,1.0,hscrc_name,,,518001600.0,697127756.0,179126156.0,48123661.0,51753875.0,21166079.0,-30587795.0,439663152.0,517220667.0,77557515.0,,,,,,,4779116.0,12485301.0,7706185.0,79039752.0,0.58,13.03,,11655216.0,21627501.0,11.64,4.0,4.08,461421.0,,,,,,,,,0.0,461421.0,,,392688393.0,508539888.0,,,11.64,4.0,4.08
15,2018,June,MEDSTAR FRANKLIN SQUARE,1.0,hscrc_name,,,535571836.0,723465243.0,187893407.0,42502641.0,64501319.0,31821104.0,-32680215.0,458024651.0,541401229.0,83376578.0,,,,,,,461110729.0,9307971.0,6221893.0,75469580.0,0.59,12.97,,8972942.0,32396976.0,13.99,5.78,5.88,575873.0,,,,,,,,,0.0,575873.0,,,396609410.0,518888097.0,,,13.99,5.78,5.88
16,2007,December,WASHINGTON ADVENTIST HOSPITAL,0.975,name_history,22718.0,22711.0,259383175.0,259816226.0,433051.0,,-5211713.0,-6812697.0,-1600983.0,218752469.0,219181454.0,428985.0,9709.55,9899.31,9629.08,9650.69,9938.96,10199.28,220580634.0,224828070.0,4247436.0,,,,,,,,,,2336023.0,-241.6,-387.39,-1.03,-1.15,3.06,-229.05,-2.36,-3.03,0.0,2336023.0,-4476674.0,-1.97,225792348.0,231640767.0,,,-2.36,-3.03,-1.97
16,2008,December,WASHINGTON ADVENTIST HOSPITAL,0.975,name_history,22570.0,22573.0,279418776.0,279972324.0,553548.0,,-299213.0,-904176.0,-604963.0,227431160.0,227980960.0,549800.0,10172.5,10342.95,10076.55,10099.55,10185.76,10383.01,229596810.0,233475314.0,3878504.0,,,,,,,,,,-1526529.0,94.26,86.73,4.77,4.65,2.48,45.7,-0.13,-0.39,0.0,-1526529.0,-2430705.0,-1.05,229896023.0,234379490.0,,,-0.13,-0.39,-1.05
16,2009,December,WASHINGTON ADVENTIST HOSPITAL,0.975,name_history,23034.0,23040.0,284247984.0,284778125.0,530141.0,,-589166.0,-1588733.0,-999567.0,233793878.0,234320523.0,526645.0,10261.38,10397.85,10149.91,10169.95,10286.96,10466.8,236361478.0,239571410.0,3209932.0,,,,,,,,,,-71203.0,-96.9,-75.71,0.87,0.73,0.99,31.71,-0.25,-0.66,0.0,-71203.0,-1659936.0,-0.69,236950644.0,241160143.0,,,-0.25,-0.66,-0.69
16,2010,December,WASHINGTON ADVENTIST HOSPITAL,0.975,name_history,20602.0,20628.0,265356838.0,266064689.0,707851.0,,5562192.0,4057509.0,-1504684.0,225153003.0,225857400.0,704397.0,11057.21,11183.88,10928.84,10949.24,10787.22,10987.18,227797617.0,4840221.0,2195607.0,,,,,,,,,,485679.0,1044.08,355.39,7.76,7.67,4.86,373.7,2.44,1.76,0.0,485679.0,4543188.0,1.97,222235425.0,226640112.0,,,2.44,1.76,1.97
16,2011,December,WASHINGTON ADVENTIST HOSPITAL,0.975,name_history,19309.0,19321.0,270695934.0,271270030.0,574096.0,,3438917.0,2486641.0,-952276.0,219464572.0,220034135.0,569563.0,11502.87,11645.48,11365.7,11388.47,11324.77,11516.78,222113273.0,4965535.0,2886397.0,,,,,,,,,,-427994.0,-38.17,-38.72,4.03,4.0,4.98,-54.69,1.55,1.11,0.0,-427994.0,2058647.0,0.92,218674356.0,222513029.0,,,1.55,1.11,0.92
16,2012,June,WASHINGTON ADVENTIST HOSPITAL,0.975,name_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13111.0,61504.0,,,
16,2013,December,WASHINGTON ADVENTIST HOSPITAL,0.975,name_history,18392.0,18394.0,245900400.0,245924351.0,23951.0,20954891.0,969949.0,-10720966.0,-11690915.0,196111014.0,196134413.0,23399.0,10874.01,11018.42,10662.57,10662.84,10821.27,11601.27,199999849.0,202675038.0,2675189.0,36649317.0,1.09,11.47,0.0,0.0,-12230677.0,0.48,-5.29,-6.08,-1509711.0,-70.7,-67.95,0.71,0.01,1.86,-65.38,0.48,-5.29,0.0,-1509711.0,-12230677.0,-6.08,199029900.0,213396004.0,,,0.48,-5.29,-6.08
16,2014,December,WASHINGTON ADVENTIST HOSPITAL,0.975,name_history,,,260306100.0,260309891.0,3791.0,22000761.0,16639663.0,4126670.0,-12512993.0,209906016.0,209909807.0,3791.0,,,,,,,211284922.0,214836404.0,3551482.0,35194145.0,1.1,11.99,0.0,0.0,2625923.0,7.88,1.92,1.23,-1500747.0,,,,,,,,,0.0,-1500747.0,,,194645259.0,210709734.0,11472.0,56831.0,7.88,1.92,1.23
16,2015,December,WASHINGTON ADVENTIST HOSPITAL,0.975,name_history,,,260621900.0,260621900.0,0.0,20595615.0,21907859.0,9649174.0,-12258685.0,222422118.0,222422118.0,0.0,,,,,,,224047912.0,227604820.0,3556908.0,33200029.0,1.0,10.61,,0.0,8433093.0,9.78,4.24,3.73,-1216081.0,,,,,,,,,0.0,-1216081.0,,,202140053.0,217955646.0,,,9.78,4.24,3.73
16,2016,December,WASHINGTON ADVENTIST HOSPITAL,0.975,name_history,,,263177900.0,263191450.0,13550.0,20523980.0,23818906.0,12649702.0,-11169204.0,227111427.0,227124977.0,13550.0,,,,,,,941652.0,231769747.0,3716668.0,34633717.0,0.65,9.73,,0.0,12283273.0,10.44,5.46,5.31,-366429.0,,,,,,,,,0.0,-366429.0,,,204234173.0,219120045.0,,,10.44,5.46,5.31
16,2017,December,WASHINGTON ADVENTIST HOSPITAL,0.975,name_history,,,271147900.0,309883540.0,38735640.0,20987141.0,27571440.0,8025619.0,-19545821.0,233023360.0,247978619.0,14955259.0,,,,,,,-56552.0,251734386.0,18767578.0,36795591.0,0.51,9.78,,0.0,5820123.0,11.83,3.19,2.33,-2205496.0,,,,,,,,,0.0,-2205496.0,,,205395368.0,243708767.0,,,11.83,3.19,2.33
17,2007,June,GARRETT COUNTY MEMORIAL HOSPITAL,0.808,hscrc_name,4746.0,5721.0,32568200.0,40331130.0,7762930.0,,897911.0,496106.0,-401805.0,27456999.0,32618117.0,5161118.0,5886.01,5786.97,5785.45,5701.38,5696.81,5700.25,27934210.0,33107783.0,5173573.0,,,,,,,,,,394549.0,-40.93,-67.31,-3.08,-0.76,-0.61,-41.31,3.21,1.5,0.0,394549.0,890655.0,2.66,27036299.0,32611677.0,,,3.21,1.5,2.66
17,2008,June,GARRETT COUNTY MEMORIAL HOSPITAL,0.808,hscrc_name,4830.0,5956.0,32853800.0,40703788.0,7849988.0,,-383618.0,-523235.0,-139617.0,27513600.0,32756441.0,5242841.0,5796.51,5619.55,5696.44,5499.85,5875.94,5707.4,27996929.0,33469334.0,5472405.0,,,,,,,,,,1096760.0,-142.72,-205.47,-1.52,-1.54,3.14,-35.61,-1.37,-1.56,0.0,1096760.0,573525.0,1.66,28380547.0,33992569.0,,,-1.37,-1.56,1.66
17,2009,June,GARRETT COUNTY MEMORIAL HOSPITAL,0.808,hscrc_name,4936.0,6009.0,36812400.0,45283255.0,8470855.0,,1581406.0,1911618.0,330212.0,31258085.0,37046414.0,5788328.0,6355.15,6247.5,6332.68,6165.51,6034.77,5929.35,31369000.0,37539024.0,6170023.0,,,,,,,,,,-268839.0,512.23,465.35,9.64,11.17,2.7,186.44,5.04,5.09,409501.0,140662.0,1642779.0,4.36,29787595.0,35627406.0,,,5.04,5.09,4.36
17,2010,June,GARRETT COUNTY MEMORIAL HOSPITAL,0.808,hscrc_name,4882.0,5835.0,39731000.0,48094635.0,8363635.0,,3800143.0,4474553.0,674411.0,32709321.0,38491648.0,5782327.0,6743.67,6698.8,6700.27,6597.16,5965.24,5931.89,211887.0,593021.0,381134.0,,,,,,,,,,498404.0,140.3,134.07,6.11,5.8,-1.15,202.72,11.54,11.45,115100.0,613504.0,4972957.0,12.53,29121065.0,34610116.0,,,11.54,11.45,12.53
17,2011,June,GARRETT COUNTY MEMORIAL HOSPITAL,0.808,hscrc_name,4705.0,5610.0,40536700.0,48216948.0,7680248.0,,2237587.0,1892131.0,-345456.0,32414248.0,37206636.0,4792388.0,6914.0,6763.99,6889.14,6632.23,6438.43,6426.71,32531219.0,739180.0,5414597.0,,,,,,,,,,923010.0,-41.12,-57.71,2.53,2.82,7.93,-43.39,6.88,4.99,-36904.0,886106.0,2815141.0,7.25,30293633.0,36053685.0,,,6.88,4.99,7.25
17,2012,June,GARRETT COUNTY MEMORIAL HOSPITAL,0.808,hscrc_name,4440.0,5299.0,42709900.0,50641486.0,7931586.0,,1755437.0,1196682.0,-558755.0,33399378.0,38280868.0,4881490.0,7598.21,7343.98,7522.95,7223.86,7202.81,7118.16,33733514.0,636554.0,302418.0,,,,,,1621925.0,,,,425243.0,-21.55,-36.75,9.9,9.2,11.87,-42.39,5.2,3.07,176148.0,601391.0,1621925.0,4.1,31978077.0,37720740.0,2177.0,24428.0,5.2,3.07,4.1
17,2013,June,GARRETT COUNTY MEMORIAL HOSPITAL,0.808,hscrc_name,4423.0,4768.0,42302400.0,50920407.0,8618007.0,1557272.0,2570135.0,1286131.0,-1284004.0,34358738.0,39453506.0,5094768.0,7933.15,8482.52,7768.58,8273.8,7352.04,8212.8,727876.0,995289.0,267413.0,4164488.0,0.91,8.54,0.0,,2041070.0,7.33,3.18,4.95,754939.0,46.41,7.47,4.41,3.27,2.07,25.84,7.33,3.18,0.0,754939.0,2041070.0,4.95,32516478.0,39162664.0,2009.0,26559.0,7.33,3.18,4.95
17,2014,June,GARRETT COUNTY MEMORIAL HOSPITAL,0.808,hscrc_name,,,45202600.0,52216110.0,7013510.0,1292752.0,4171544.0,3361223.0,-810322.0,36914781.0,41166947.0,4252165.0,,,,,,,38833359.0,2218241.0,4551828.0,4217539.0,1.32,7.23,0.0,0.0,4238955.0,10.74,7.75,9.58,877732.0,,,,,,,,,0.0,877732.0,,,34661815.0,40023965.0,1865.0,23401.0,10.74,7.75,9.58
17,2015,June,GARRETT COUNTY MEMORIAL HOSPITAL,0.808,hscrc_name,,,44693600.0,57550575.0,12856975.0,1359438.0,3864889.0,4073341.0,208452.0,37569611.0,43617791.0,6048180.0,,,,,,,1722986.0,45670416.0,329639.0,4160808.0,0.75,6.43,0.0,0.0,4805317.0,9.84,8.92,10.36,731976.0,,,,,,,,,0.0,731976.0,,,35427708.0,41597075.0,,,9.84,8.92,10.36
17,2016,June,GARRETT COUNTY MEMORIAL HOSPITAL,0.808,hscrc_name,,,48479700.0,61550236.0,13070536.0,1107848.0,2734279.0,-68209.0,-2802488.0,41011099.0,46070516.0,5059417.0,,,,,,,41981533.0,1521868.0,5610851.0,3920966.0,0.69,6.16,,0.0,266348.0,6.51,-0.14,0.56,334557.0,,,,,,,,,0.0,334557.0,,,39247254.0,47660593.0,,,6.51,-0.14,0.56
17,2017,June,GARRETT COUNTY MEMORIAL HOSPITAL,0.808,hscrc_name,,,55258400.0,69351170.0,14092770.0,1496307.0,4042208.0,761033.0,-3281175.0,46518046.0,51933745.0,5415699.0,,,,,,,47469934.0,1482855.0,5946666.0,4675366.0,0.4,6.37,,0.0,1812604.0,8.52,1.42,3.33,1051571.0,,,,,,,,,0.0,1051571.0,,,43427726.0,52655567.0,,,8.52,1.42,3.33
17,2018,June,GARRETT COUNTY MEMORIAL HOSPITAL,0.808,hscrc_name,,,57720023.0,72353402.0,14633379.0,1500280.0,1808052.0,-3084338.0,-4892390.0,48638353.0,54651145.0,6012792.0,,,,,,,49138062.0,1005543.0,6518626.0,4791293.0,0.52,6.19,,0.0,-2307805.0,3.68,-5.54,-4.09,776533.0,,,,,,,,,0.0,776533.0,,,47330010.0,58741026.0,,,3.68,-5.54,-4.09
18,2007,June,MONTGOMERY GENERAL HOSPITAL,0.975,short_name,13182.0,13292.0,121270200.0,122288000.0,1017800.0,,7533344.0,4936000.0,-2597344.0,105525100.0,106357900.0,832800.0,8062.82,8093.98,8005.05,8001.72,7491.34,7722.63,106286600.0,107584200.0,1297600.0,,,,,,,,,,2332400.0,609.82,506.12,9.72,9.86,3.11,433.03,7.09,4.59,0.0,2332400.0,7268400.0,6.61,98753256.0,102648200.0,,,7.09,4.59,6.61
18,2008,June,MONTGOMERY GENERAL HOSPITAL,0.975,short_name,14058.0,14129.0,135140700.0,135821900.0,681200.0,,8069133.0,4489500.0,-3579633.0,116767100.0,117444400.0,677300.0,8406.11,8433.27,8305.86,8312.14,7832.14,8115.52,118176400.0,119155800.0,979400.0,,,,,,,,,,-4141400.0,7.11,-9.05,4.26,3.76,4.55,-95.21,6.83,3.77,7082600.0,2941200.0,348100.0,0.29,110107267.0,114666300.0,,,6.83,3.77,0.29
18,2009,June,MONTGOMERY GENERAL HOSPITAL,0.975,short_name,14591.0,14803.0,140619400.0,144729400.0,4110000.0,,7398642.0,3138900.0,-4259742.0,121977000.0,124318200.0,2341200.0,8439.03,8505.8,8359.68,8397.91,7931.97,8293.76,123134800.0,125915300.0,2780500.0,,,,,,,,,,-2837200.0,-8.31,-30.08,0.39,0.65,1.27,-13.33,6.01,2.49,0.0,-2837200.0,301700.0,0.25,115736158.0,122776400.0,,,6.01,2.49,0.25
18,2010,June,MONTGOMERY GENERAL HOSPITAL,0.975,short_name,14228.0,14855.0,149773600.0,156373091.0,6599491.0,,9773235.0,4336159.0,-5437076.0,124219621.0,127723478.0,3503857.0,8837.23,8742.16,8730.61,8598.02,8150.33,8450.26,125736633.0,2141253.0,624241.0,,,,,,,,,,2791019.0,32.09,38.14,4.72,4.44,2.75,2262.34,7.77,3.34,0.0,2791019.0,7127178.0,5.37,115963398.0,125528572.0,,,7.77,3.34,5.37
18,2011,June,MEDSTAR MONTGOMERY GENERAL,0.975,hscrc_name,15450.0,15061.0,156795100.0,164471400.0,7676300.0,,17350936.0,8437627.0,-8913309.0,135596229.0,139379122.0,3782893.0,8860.73,9391.7,8776.38,9254.38,7737.7,8831.47,136899529.0,2068200.0,4547793.0,,,,,,,,,,988687.0,77.54,94.59,0.27,0.52,-5.06,32.26,12.67,5.97,0.0,988687.0,9426314.0,6.62,119548593.0,133009716.0,,,12.67,5.97,6.62
18,2012,June,MEDSTAR MONTGOMERY GENERAL,0.975,hscrc_name,15804.0,16534.0,165915000.0,173580307.0,7665307.0,,17737440.0,8825276.0,-8912163.0,139632555.0,142918959.0,3286403.0,9004.73,8859.95,8835.11,8643.71,7882.42,8326.2,2680765.0,3575416.0,894651.0,,,,,,9004630.0,,,,179353.0,2.23,4.59,1.63,0.67,1.87,-4.47,12.46,6.02,0.0,179353.0,9004630.0,6.14,124575881.0,137669098.0,9247.0,67026.0,12.46,6.02,6.14
18,2013,June,MEDSTAR MONTGOMERY GENERAL,0.975,hscrc_name,16059.0,16872.0,166869100.0,175325800.0,8456700.0,13337996.0,16850341.0,7086631.0,-9763710.0,140038336.0,144395405.0,4357068.0,9055.92,8920.8,8720.47,8558.08,8006.62,8500.78,5386913.0,6119951.0,733038.0,21700966.0,1.48,12.93,0.0,,7262526.0,11.59,4.71,4.82,175895.0,-5.0,-19.7,0.57,-1.3,1.58,-19.35,11.59,4.71,0.0,175895.0,7262526.0,4.82,128574908.0,143428725.0,8615.0,72298.0,11.59,4.71,4.82
18,2014,June,MEDSTAR MONTGOMERY MEDICAL CENTER,1.0,cms_name,,,167893100.0,176386878.0,8493778.0,11304931.0,14950082.0,7060476.0,-7889606.0,141046268.0,145636603.0,4590335.0,,,,,,,143843190.0,3079504.0,4872917.0,19600380.0,1.32,11.66,,0.0,7075846.0,10.39,4.75,4.76,15370.0,,,,,,,,,0.0,15370.0,,,128893109.0,141655632.0,,,10.39,4.75,4.76
18,2015,June,MEDSTAR MONTGOMERY MEDICAL CENTER,1.0,cms_name,,,174302200.0,182754527.0,8452327.0,11283494.0,14377892.0,6611324.0,-7766568.0,147518393.0,151815179.0,4296785.0,,,,,,,150605645.0,3259963.0,172711.0,20054655.0,1.01,11.5,,0.0,6619082.0,9.55,4.26,4.27,7758.0,,,,,,,,,0.0,7758.0,,,136227753.0,148463817.0,,,9.55,4.26,4.27
18,2016,June,MEDSTAR MONTGOMERY MEDICAL CENTER,1.0,cms_name,,,175827977.0,185551046.0,9723069.0,12669878.0,18166147.0,8149209.0,-10016939.0,150844829.0,155903480.0,5058651.0,,,,,,,3968813.0,160025943.0,5212301.0,20970842.0,0.79,10.32,,0.0,8150360.0,11.73,5.09,5.09,1152.0,,,,,,,,,0.0,1152.0,,,136647495.0,151876735.0,,,11.73,5.09,5.09
18,2017,June,MEDSTAR MONTGOMERY MEDICAL CENTER,1.0,cms_name,,,178461400.0,192599219.0,14137819.0,13468057.0,12680708.0,1181786.0,-11498922.0,152299994.0,159890384.0,7590390.0,,,,,,,1565430.0,161907073.0,8041649.0,21693276.0,0.45,11.51,,0.0,2277511.0,8.24,0.73,1.4,1095725.0,,,,,,,,,0.0,1095725.0,,,141184715.0,160725287.0,,,8.24,0.73,1.4
18,2018,June,MEDSTAR MONTGOMERY MEDICAL CENTER,1.0,cms_name,,,182928948.0,207137276.0,24208328.0,12753667.0,23716788.0,7032933.0,-16683855.0,156545750.0,168598242.0,12052491.0,,,,,,,2683750.0,172483305.0,13253805.0,21902467.0,0.4,11.17,,0.0,7139442.0,14.89,4.08,4.14,106508.0,,,,,,,,,0.0,106508.0,,,135512712.0,165450371.0,,,14.89,4.08,4.14
19,2007,June,PENINSULA REGIONAL MEDICAL CENTER,0.975,short_name,28923.0,31388.0,335381200.0,361937500.0,26556300.0,,27888687.0,21554000.0,-6334687.0,291084100.0,305012900.0,13928800.0,10071.2,9762.46,10064.0,9717.6,9106.97,9075.75,291292300.0,306420900.0,15128600.0,,,,,,,,,,11363000.0,67.66,63.98,6.98,7.27,3.1,58.99,9.57,7.03,0.0,11363000.0,32917000.0,10.36,263403613.0,284866900.0,,,9.57,7.03,10.36
19,2008,June,PENINSULA REGIONAL MEDICAL CENTER,0.975,short_name,30094.0,33058.0,366969200.0,399948600.0,32979400.0,,39011998.0,28200000.0,-10811998.0,318253000.0,336981400.0,18728400.0,10574.41,10226.83,10575.36,10193.6,9278.07,9373.79,318224500.0,338080100.0,19855600.0,,,,,,,,,,10106000.0,39.88,30.83,5.0,5.08,1.88,16.37,12.26,8.34,0.0,10106000.0,38306000.0,11.0,279212502.0,309880100.0,,,12.26,8.34,11.0
19,2009,June,PENINSULA REGIONAL MEDICAL CENTER,0.975,short_name,31193.0,34206.0,385277000.0,418478200.0,33201200.0,,29458447.0,12036000.0,-17422447.0,331729600.0,350515000.0,18785400.0,10662.89,10305.62,10634.91,10247.26,9718.48,9953.75,332602500.0,352511200.0,19908700.0,,,,,,,,,,-17877000.0,-24.49,-57.32,0.84,0.56,4.75,-115.25,8.86,3.41,0.0,-17877000.0,-5841000.0,-1.75,303144053.0,340475200.0,,,8.86,3.41,-1.75
19,2010,June,PENINSULA REGIONAL MEDICAL CENTER,0.975,short_name,31730.0,34641.0,394310100.0,426582000.0,32271900.0,,29058847.0,7030000.0,-22028847.0,332910100.0,350432000.0,17521900.0,10520.67,10176.28,10492.03,10116.2,9604.85,9973.34,908800.0,2081300.0,1172500.0,,,,,,,,,,12057000.0,-1.36,-41.59,-1.33,-1.34,-1.17,426.78,8.7,1.99,0.0,12057000.0,19087000.0,5.24,304760053.0,345483300.0,,,8.7,1.99,5.24
19,2011,June,PENINSULA REGIONAL MEDICAL CENTER,0.975,short_name,31681.0,36028.0,406379600.0,457035000.0,50655400.0,,36614419.0,17532900.0,-19081519.0,339681900.0,362641000.0,22959100.0,10757.59,10131.83,10721.88,10065.65,9601.88,9645.18,1131600.0,365025500.0,24212000.0,,,,,,,,,,13306100.0,26.0,149.4,2.25,2.19,-0.03,61.57,10.74,4.8,1985900.0,15292000.0,30839000.0,8.11,304199081.0,347492600.0,,,10.74,4.8,8.11
19,2012,June,PENINSULA REGIONAL MEDICAL CENTER,0.975,short_name,31130.0,36135.0,414765500.0,476776900.0,62011400.0,,28632947.0,6286000.0,-22346947.0,336910100.0,361418500.0,24508400.0,10862.59,10067.94,10822.8,10001.81,9942.79,9893.98,1238700.0,2389800.0,1151100.0,,,,,,15837000.0,,,,9551000.0,-21.8,-64.15,0.98,0.94,3.55,-48.65,8.47,1.73,52000.0,9603000.0,15837000.0,4.24,309515853.0,357522300.0,19139.0,118097.0,8.47,1.73,4.24
19,2013,June,PENINSULA REGIONAL MEDICAL CENTER,0.975,short_name,31095.0,36247.0,412641500.0,478086000.0,65444500.0,29455076.0,25869524.0,-3135000.0,-29004524.0,335753200.0,359679500.0,23926300.0,10971.53,10101.24,10797.82,9922.88,10139.56,10187.73,5401400.0,6465100.0,1063700.0,47994104.0,1.3,11.32,0.0,,10719000.0,7.58,-0.86,2.82,13854000.0,-9.65,-149.87,1.0,-0.23,1.98,-32.32,7.58,-0.86,0.0,13854000.0,10719000.0,2.82,315285076.0,369279600.0,17915.0,118568.0,7.58,-0.86,2.82
