rate_year,hospid,md_provider_number,hospital_name,mid_year_target,year_end_target,source_file
2024,49.0,210049,University of Maryland Upper Chesapeake Medical Center,190958419.0,411728320.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,51.0,210051,Doctors Community Hospital,152573122.0,310360027.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,55.0,210055,University of Maryland Laurel Medical Center,21100675.0,42380902.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,58.0,210058,University of Maryland Rehabilitation & Orthopaedic Institute,73917350.0,147340006.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,60.0,210060,Fort Washington Medical Center,34902797.0,68430990.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,61.0,210061,Atlantic General Hospital ,70086501.0,135495261.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,62.0,210062,MedStar Southern Maryland Hospital Center,166673836.0,335792375.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,63.0,210063,University of Maryland St. Joseph Medical Center,239878035.0,486911866.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,64.0,210064,Levindale Hospital ,36813038.0,75238351.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,65.0,210065,Holy Cross Hospital - Germantown,80775891.0,161069245.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,87.0,210087,Germantown Emergency Center,9258637.0,18555536.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,88.0,210088,University of Maryland Queen Anne's Freestanding Emergency Center,4554000.0,9087227.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,333.0,210333,University of Maryland Bowie Health Center,11788624.0,24044796.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,2004.0,210056,MedStar Good Samaritan Hospital,157966946.0,318270185.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,4000.0,214000,Sheppard Pratt Hospital,,212891070.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,4003.0,214003,Brook Lane Psychiatric Hospital,,28453897.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,4013.0,,,,,ry24_input_file_20240611_2__mid_final_targets.csv
2024,4019.0,,,,,ry24_input_file_20240611_2__mid_final_targets.csv
2024,4020.0,214020,J Kent McNew,,9248920.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,5034.0,213300,Mt. Washington Pediatric Hospital,,60936419.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,5050.0,210057,Shady Grove Adventist Hospital,267106670.0,530671704.0,ry24_input_file_20240611_2__mid_final_targets.csv
2024,8992.0,218992,University of Maryland Shock Trauma,136746910.0,274849843.0,ry24_input_file_20240611_2__mid_final_targets.csv
2025,1.0,210001,Meritus Medical Center,257009869.0,537741990.0,ry25_input_file_20250630__mid_final_targets.csv
2025,2.0,210002,University of Maryland Medical Center,997690274.0,1998637892.0,ry25_input_file_20250630__mid_final_targets.csv
2025,3.0,210003,University of Maryland Capital Region Medical Center,219514218.0,484423427.0,ry25_input_file_20250630__mid_final_targets.csv
2025,4.0,210004,Holy Cross Hospital,316392160.0,637301387.0,ry25_input_file_20250630__mid_final_targets.csv
2025,5.0,210005,Frederick Health Hospital,222079639.0,459869398.0,ry25_input_file_20250630__mid_final_targets.csv
2025,6.0,210006,University of Maryland Harford Memorial Hospital,16965285.0,33887770.0,ry25_input_file_20250630__mid_final_targets.csv
2025,8.0,210008,Mercy Medical Center ,349241500.0,717961425.0,ry25_input_file_20250630__mid_final_targets.csv
2025,9.0,210009,Johns Hopkins Hospital,1598706801.0,3309701301.0,ry25_input_file_20250630__mid_final_targets.csv
2025,10.0,210010,University of Maryland Shore Medical Center at Cambridge,8703732.0,17478978.0,ry25_input_file_20250630__mid_final_targets.csv
2025,11.0,210011,Ascension St. Agnes Hospital,280511873.0,567829402.0,ry25_input_file_20250630__mid_final_targets.csv
2025,12.0,210012,Sinai Hospital of Baltimore ,491445783.0,991954505.0,ry25_input_file_20250630__mid_final_targets.csv
2025,13.0,210013,Grace Medical Center,17308872.0,34996531.0,ry25_input_file_20250630__mid_final_targets.csv
2025,15.0,210015,MedStar Franklin Square Hospital Center,354822451.0,741428412.0,ry25_input_file_20250630__mid_final_targets.csv
2025,16.0,210016,Adventist White Oak,189344499.0,417226607.0,ry25_input_file_20250630__mid_final_targets.csv
2025,17.0,210017,Garrett County Memorial Hospital,48409114.0,98002408.0,ry25_input_file_20250630__mid_final_targets.csv
2025,18.0,210018,MedStar Montgomery Medical Center,115546045.0,241894847.0,ry25_input_file_20250630__mid_final_targets.csv
2025,19.0,210019,"TidalHealth Peninsula Regional, Inc",314697257.0,649708667.0,ry25_input_file_20250630__mid_final_targets.csv
2025,22.0,210022,Suburban Hospital,221221748.0,467639544.0,ry25_input_file_20250630__mid_final_targets.csv
2025,23.0,210023,Anne Arundel Medical Center,385431028.0,791578682.0,ry25_input_file_20250630__mid_final_targets.csv
2025,24.0,210024,MedStar Union Memorial Hospital,257216706.0,524976000.0,ry25_input_file_20250630__mid_final_targets.csv
2025,27.0,210027,Western Maryland Regional Medical Center,202520401.0,405880860.0,ry25_input_file_20250630__mid_final_targets.csv
2025,28.0,210028,MedStar St. Mary's Hospital,122191105.0,255238991.0,ry25_input_file_20250630__mid_final_targets.csv
2025,29.0,210029,Johns Hopkins Bayview Medical Center,427666299.0,868799364.0,ry25_input_file_20250630__mid_final_targets.csv
2025,30.0,210030,University of Maryland Shore Medical Center at Chestertown,28619419.0,55567778.0,ry25_input_file_20250630__mid_final_targets.csv
2025,32.0,210032,"ChristianaCare, Union ",102202004.0,209653054.0,ry25_input_file_20250630__mid_final_targets.csv
2025,33.0,210033,Carroll Hospital Center ,143435118.0,289413828.0,ry25_input_file_20250630__mid_final_targets.csv
2025,34.0,210034,MedStar Harbor Hospital Center,115172058.0,241328443.0,ry25_input_file_20250630__mid_final_targets.csv
2025,35.0,210035,University of Maryland Charles Regional Medical Center,97838595.0,197165399.0,ry25_input_file_20250630__mid_final_targets.csv
2025,37.0,210037,University of Maryland Shore Medical Center at Easton,150622136.0,319683808.0,ry25_input_file_20250630__mid_final_targets.csv
2025,38.0,210038,University of Maryland Midtown Campus,142099720.0,285895984.0,ry25_input_file_20250630__mid_final_targets.csv
2025,39.0,210039,Calvert Memorial Hospital,97415674.0,197668656.0,ry25_input_file_20250630__mid_final_targets.csv
2025,40.0,210040,Northwest Hospital Center ,159449783.0,321874950.0,ry25_input_file_20250630__mid_final_targets.csv
2025,43.0,210043,University of Maryland Baltimore Washington Medical Center,275151597.0,555174137.0,ry25_input_file_20250630__mid_final_targets.csv
2025,44.0,210044,Greater Baltimore Medical Center,267179051.0,534941230.0,ry25_input_file_20250630__mid_final_targets.csv
2025,45.0,210045,TidalHealth McCready Pavillion,3037561.0,6199186.0,ry25_input_file_20250630__mid_final_targets.csv
2025,48.0,210048,Howard County General Hospital,189308699.0,401928869.0,ry25_input_file_20250630__mid_final_targets.csv
2025,49.0,210049,University of Maryland Upper Chesapeake Medical Center,231580874.0,464467876.0,ry25_input_file_20250630__mid_final_targets.csv
2025,51.0,210051,Doctors Community Hospital,160277620.0,328794454.0,ry25_input_file_20250630__mid_final_targets.csv
2025,55.0,210055,University of Maryland Laurel Medical Center,21997042.0,44920580.0,ry25_input_file_20250630__mid_final_targets.csv
2025,58.0,210058,University of Maryland Rehabilitation & Orthopaedic Institute,77020715.0,156533115.0,ry25_input_file_20250630__mid_final_targets.csv
2025,60.0,210060,Fort Washington Medical Center,35485812.0,71578440.0,ry25_input_file_20250630__mid_final_targets.csv
2025,61.0,210061,Atlantic General Hospital ,73590759.0,140870362.0,ry25_input_file_20250630__mid_final_targets.csv
2025,62.0,210062,MedStar Southern Maryland Hospital Center,175338526.0,361263218.0,ry25_input_file_20250630__mid_final_targets.csv
2025,63.0,210063,University of Maryland St. Joseph Medical Center,252524869.0,507442510.0,ry25_input_file_20250630__mid_final_targets.csv
2025,64.0,210064,Levindale Hospital ,37421341.0,76327734.0,ry25_input_file_20250630__mid_final_targets.csv
2025,65.0,210065,Holy Cross Hospital - Germantown,90226424.0,180482138.0,ry25_input_file_20250630__mid_final_targets.csv
2025,87.0,210087,Germantown Emergency Center,9504198.0,22765241.0,ry25_input_file_20250630__mid_final_targets.csv
2025,88.0,210088,University of Maryland Queen Anne's Freestanding Emergency Center,4602380.0,9264306.0,ry25_input_file_20250630__mid_final_targets.csv
2025,333.0,210333,University of Maryland Bowie Health Center,12383886.0,24910301.0,ry25_input_file_20250630__mid_final_targets.csv
2025,2004.0,210056,MedStar Good Samaritan Hospital,163940974.0,327680434.0,ry25_input_file_20250630__mid_final_targets.csv
2025,4000.0,214000,Sheppard Pratt Hospital,,221791588.0,ry25_input_file_20250630__mid_final_targets.csv
2025,4003.0,214003,Brook Lane Psychiatric Hospital,,27773584.0,ry25_input_file_20250630__mid_final_targets.csv
2025,4013.0,,,,,ry25_input_file_20250630__mid_final_targets.csv
2025,4019.0,,,,,ry25_input_file_20250630__mid_final_targets.csv
2025,4020.0,214020,J Kent McNew,,9648808.0,ry25_input_file_20250630__mid_final_targets.csv
2025,4022.0,214022, UM Upper Chesapeake Behavioral Health Pavilion at Aberdeen,,25171716.0,ry25_input_file_20250630__mid_final_targets.csv
2025,5034.0,213300,Mt. Washington Pediatric Hospital,,64869669.0,ry25_input_file_20250630__mid_final_targets.csv
2025,5050.0,210057,Shady Grove Adventist Hospital,275785106.0,564896195.0,ry25_input_file_20250630__mid_final_targets.csv
2025,8992.0,218992,University of Maryland Shock Trauma,141926308.0,285797359.0,ry25_input_file_20250630__mid_final_targets.csv
2026,1.0,210001,Meritus Medical Center,290841445.0,,ry26_input_file_january_update__mid_final_targets.csv
2026,2.0,210002,University of Maryland Medical Center,1061717992.0,2171623297.0,ry26_input_file_january_update__mid_final_targets.csv
2026,3.0,210003,University of Maryland Capital Region Medical Center,255641604.0,517983453.0,ry26_input_file_january_update__mid_final_targets.csv
2026,4.0,210004,Holy Cross Hospital,340840627.0,691089123.0,ry26_input_file_january_update__mid_final_targets.csv
2026,5.0,210005,Frederick Health Hospital,255017469.0,511737910.0,ry26_input_file_january_update__mid_final_targets.csv
2026,6.0,210006,University of Maryland Harford Memorial Hospital,17742871.0,34841971.0,ry26_input_file_january_update__mid_final_targets.csv
2026,8.0,210008,Mercy Medical Center ,376099483.0,767439588.0,ry26_input_file_january_update__mid_final_targets.csv
2026,9.0,210009,Johns Hopkins Hospital,1731247110.0,3508707798.0,ry26_input_file_january_update__mid_final_targets.csv
2026,10.0,210010,University of Maryland Shore Medical Center at Cambridge,9187266.0,18359438.0,ry26_input_file_january_update__mid_final_targets.csv
2026,11.0,210011,Ascension St. Agnes Hospital,288728003.0,579610900.0,ry26_input_file_january_update__mid_final_targets.csv
2026,12.0,210012,Sinai Hospital of Baltimore ,525517757.0,1056230607.0,ry26_input_file_january_update__mid_final_targets.csv
2026,13.0,210013,Grace Medical Center,18073241.0,36073241.0,ry26_input_file_january_update__mid_final_targets.csv
2026,15.0,210015,MedStar Franklin Square Hospital Center,380038692.0,790759401.0,ry26_input_file_january_update__mid_final_targets.csv
2026,16.0,210016,Adventist White Oak,236564765.0,477243046.0,ry26_input_file_january_update__mid_final_targets.csv
2026,17.0,210017,Garrett County Memorial Hospital,50899338.0,104997003.0,ry26_input_file_january_update__mid_final_targets.csv
2026,18.0,210018,MedStar Montgomery Medical Center,123860077.0,254853693.0,ry26_input_file_january_update__mid_final_targets.csv
2026,19.0,210019,"TidalHealth Peninsula Regional, Inc",351215302.0,710390255.0,ry26_input_file_january_update__mid_final_targets.csv
2026,22.0,210022,Suburban Hospital,252448480.0,513027956.0,ry26_input_file_january_update__mid_final_targets.csv
2026,23.0,210023,Anne Arundel Medical Center,435700929.0,895813643.0,ry26_input_file_january_update__mid_final_targets.csv
2026,24.0,210024,MedStar Union Memorial Hospital,271719339.0,548347544.0,ry26_input_file_january_update__mid_final_targets.csv
2026,27.0,210027,Western Maryland Regional Medical Center,208979821.0,420081535.0,ry26_input_file_january_update__mid_final_targets.csv
2026,28.0,210028,MedStar St. Mary's Hospital,134938143.0,274650991.0,ry26_input_file_january_update__mid_final_targets.csv
2026,29.0,210029,Johns Hopkins Bayview Medical Center,449202736.0,895134779.0,ry26_input_file_january_update__mid_final_targets.csv
2026,30.0,210030,University of Maryland Shore Medical Center at Chestertown,30007404.0,60820306.0,ry26_input_file_january_update__mid_final_targets.csv
2026,32.0,210032,"ChristianaCare, Union ",117936836.0,238669391.0,ry26_input_file_january_update__mid_final_targets.csv
2026,33.0,210033,Carroll Hospital Center ,162042954.0,324495302.0,ry26_input_file_january_update__mid_final_targets.csv
2026,34.0,210034,MedStar Harbor Hospital Center,121979113.0,247755515.0,ry26_input_file_january_update__mid_final_targets.csv
2026,35.0,210035,University of Maryland Charles Regional Medical Center,101817173.0,201497323.0,ry26_input_file_january_update__mid_final_targets.csv
2026,37.0,210037,University of Maryland Shore Medical Center at Easton,159136794.0,316867818.0,ry26_input_file_january_update__mid_final_targets.csv
2026,38.0,210038,University of Maryland Midtown Campus,148597156.0,302201650.0,ry26_input_file_january_update__mid_final_targets.csv
2026,39.0,210039,Calvert Memorial Hospital,103485492.0,206540804.0,ry26_input_file_january_update__mid_final_targets.csv
2026,40.0,210040,Northwest Hospital Center ,176992975.0,354346537.0,ry26_input_file_january_update__mid_final_targets.csv
2026,43.0,210043,University of Maryland Baltimore Washington Medical Center,289841599.0,590561017.0,ry26_input_file_january_update__mid_final_targets.csv
2026,44.0,210044,Greater Baltimore Medical Center,288275202.0,579275202.0,ry26_input_file_january_update__mid_final_targets.csv
2026,45.0,210045,TidalHealth McCready Pavillion,3397368.0,6861619.0,ry26_input_file_january_update__mid_final_targets.csv
2026,48.0,210048,Howard County General Hospital,218793091.0,442497884.0,ry26_input_file_january_update__mid_final_targets.csv
2026,49.0,210049,University of Maryland Upper Chesapeake Medical Center,242257753.0,487858531.0,ry26_input_file_january_update__mid_final_targets.csv
2026,51.0,210051,Doctors Community Hospital,169951048.0,347259159.0,ry26_input_file_january_update__mid_final_targets.csv
2026,55.0,210055,University of Maryland Laurel Medical Center,23431515.0,47325296.0,ry26_input_file_january_update__mid_final_targets.csv
2026,58.0,210058,University of Maryland Rehabilitation & Orthopaedic Institute,81596773.0,163767294.0,ry26_input_file_january_update__mid_final_targets.csv
2026,60.0,210060,Fort Washington Medical Center,37005967.0,75783933.0,ry26_input_file_january_update__mid_final_targets.csv
2026,61.0,210061,Atlantic General Hospital ,78260521.0,151552053.0,ry26_input_file_january_update__mid_final_targets.csv
2026,62.0,210062,MedStar Southern Maryland Hospital Center,193719837.0,387752618.0,ry26_input_file_january_update__mid_final_targets.csv
2026,63.0,210063,University of Maryland St. Joseph Medical Center,269523086.0,546124724.0,ry26_input_file_january_update__mid_final_targets.csv
2026,64.0,210064,Levindale Hospital ,40990695.0,83240643.0,ry26_input_file_january_update__mid_final_targets.csv
2026,65.0,210065,Holy Cross Hospital - Germantown,101209374.0,204223075.0,ry26_input_file_january_update__mid_final_targets.csv
2026,87.0,210087,Germantown Emergency Center,9763390.0,19653950.0,ry26_input_file_january_update__mid_final_targets.csv
2026,88.0,210088,University of Maryland Queen Anne's Freestanding Emergency Center,4912406.0,9753570.0,ry26_input_file_january_update__mid_final_targets.csv
2026,333.0,210333,University of Maryland Bowie Health Center,12832468.0,25704556.0,ry26_input_file_january_update__mid_final_targets.csv
2026,2004.0,210056,MedStar Good Samaritan Hospital,173151337.0,343006990.0,ry26_input_file_january_update__mid_final_targets.csv
2026,4000.0,214000,Sheppard Pratt Hospital,,221870082.0,ry26_input_file_january_update__mid_final_targets.csv
2026,4003.0,214003,Brook Lane Psychiatric Hospital,,29807880.0,ry26_input_file_january_update__mid_final_targets.csv
2026,4013.0,,,,,ry26_input_file_january_update__mid_final_targets.csv
2026,4019.0,,,,,ry26_input_file_january_update__mid_final_targets.csv
2026,4020.0,214020,J Kent McNew,,10731585.0,ry26_input_file_january_update__mid_final_targets.csv
2026,4022.0,214022, UM Upper Chesapeake Behavioral Health Pavilion at Aberdeen,,26301076.0,ry26_input_file_january_update__mid_final_targets.csv
2026,5034.0,213300,Mt. Washington Pediatric Hospital,,71996189.0,ry26_input_file_january_update__mid_final_targets.csv
2026,5050.0,210057,Shady Grove Adventist Hospital,295128296.0,593215195.0,ry26_input_file_january_update__mid_final_targets.csv
2026,8992.0,218992,University of Maryland Shock Trauma,150943087.0,302526051.0,ry26_input_file_january_update__mid_final_targets.csv
