entity,is_statewide_total,fiscal_year,eipa_regulated,eipa_total,excess_profit,gross_revenue_regulated,gross_revenue_total,gross_revenue_unregulated,inpatient_admissions,net_operating_revenue_regulated,net_operating_revenue_total,net_operating_revenue_unregulated,net_patient_revenue_regulated,net_patient_revenue_total,net_patient_revenue_unregulated,non_operating_profit,nor_per_eipa_regulated,nor_per_eipa_total,npr_per_eipa_regulated,npr_per_eipa_total,operating_expenses_regulated,operating_expenses_total,operating_expenses_unregulated,operating_profit_regulated,operating_profit_total,operating_profit_unregulated,opex_per_eipa_regulated,opex_per_eipa_total,other_operating_revenue_regulated,other_operating_revenue_total,other_operating_revenue_unregulated,pct_change_excess_profit,pct_change_nor_per_eipa_regulated,pct_change_npr_per_eipa_regulated,pct_change_operating_profit_regulated,pct_change_operating_profit_total,pct_excess_profit_of_total_revenue,pct_operating_profit_of_regulated_nor,pct_operating_profit_of_total_nor,reported_in_reports,n_source_reports,period_labels,name_variants,hosp_num,match_score,matched_name,match_basis,match_confidence,margin_regulated_pct,margin_total_pct
ADVENTIST BEHAVIORAL HEALTH EASTERN SHORE,False,2007,,,-819368.0,,2842250.0,,260.0,,2702504.0,,,2702504.0,,0.0,,,,,,3521872.0,,,-819368.0,,,,,0.0,,,,,,,,,,FY2009,1,YEAR 2007,Adventist Behavioral Health - Eastern Shore,,0.574,,UNMATCHED,none,,-30.32
ADVENTIST BEHAVIORAL HEALTH EASTERN SHORE,False,2008,,,1374513.0,,3148300.0,,296.0,,2652328.0,,,2652328.0,,0.0,,,,,,1277815.0,,,1374513.0,,,,,0.0,,,,,,,,,,FY2009;FY2010,2,YEAR 2008,Adventist Behavioral Health - Eastern Shore,,0.574,,UNMATCHED,none,,51.82
ADVENTIST BEHAVIORAL HEALTH EASTERN SHORE,False,2009,,,1468325.0,,3026700.0,,309.0,,2535056.0,,,2535056.0,,0.0,,,,,,1066731.0,,,1468325.0,,,,,0.0,,,,,,,,,,FY2009;FY2010;FY2011,3,YEAR 2009,Adventist Behavioral Health - Eastern Shore,,0.574,,UNMATCHED,none,,57.92
ADVENTIST BEHAVIORAL HEALTH EASTERN SHORE,False,2010,,,1507379.0,,2608700.0,,300.0,,2316166.0,,,2316166.0,,0.0,,,,,,808787.0,,,1507379.0,,,,,0.0,,,,,,,,,,FY2010;FY2011;FY2012,3,YEAR 2010,Adventist Behavioral Health - Eastern Shore,,0.574,,UNMATCHED,none,,65.08
ADVENTIST BEHAVIORAL HEALTH EASTERN SHORE,False,2011,,,1336135.0,,2498500.0,,342.0,,2241665.0,,,2241665.0,,0.0,,,,,,905530.0,,,1336135.0,,,,,0.0,,,,,,,,,,FY2011;FY2012;FY2013,3,YEAR 2011,Adventist Behavioral Health - Eastern Shore,,0.574,,UNMATCHED,none,,59.6
ADVENTIST BEHAVIORAL HEALTH EASTERN SHORE,False,2012,,,1101744.0,,2457650.0,,304.0,,2101900.0,,,2101900.0,,0.0,,,,,,1000156.0,,,1101744.0,,,,,0.0,,,,,,,,,,FY2012;FY2013;FY2014,3,YEAR 2012,Adventist Behavioral Health - Eastern Shore;Adventist Behavioral Health – Eastern Shore,,0.574,,UNMATCHED,none,,52.42
ADVENTIST BEHAVIORAL HEALTH EASTERN SHORE,False,2013,,,1429463.0,,2508000.0,,271.0,,2045654.0,,,2045654.0,,0.0,,,,,,616191.0,,,1429463.0,,,,,0.0,,,,,,,,,,FY2013;FY2014,2,YEAR 2013,Adventist Behavioral Health - Eastern Shore;Adventist Behavioral Health – Eastern Shore,,0.574,,UNMATCHED,none,,69.88
ADVENTIST BEHAVIORAL HEALTH EASTERN SHORE,False,2014,,,1319989.0,,2409200.0,,297.0,,1896662.0,,,1896662.0,,0.0,,,,,,576673.0,,,1319989.0,,,,,0.0,,,,,,,,,,FY2014;FY2017,2,CY 2014;YEAR 2014,Adventist Behavioral Health – Eastern Shore,,0.574,,UNMATCHED,none,,69.6
ADVENTIST BEHAVIORAL HEALTH EASTERN SHORE,False,2015,,,1985041.0,,3245821.0,,302.0,,2780319.0,,,2780319.0,,0.0,,,,,,795278.0,,,1985041.0,,,,,0.0,,,,,,,,,,FY2017,1,CY 2015,Adventist Behavioral Health – Eastern Shore,,0.574,,UNMATCHED,none,,71.4
ADVENTIST BEHAVIORAL HEALTH EASTERN SHORE,False,2016,,,-3575588.0,,3767827.0,,294.0,,3114028.0,,,3102887.0,,0.0,,,,,,6689616.0,,,-3575588.0,,,,,11141.0,,,,,,,,,,FY2017,1,CY 2016,Adventist Behavioral Health – Eastern Shore,,0.574,,UNMATCHED,none,,-114.82
ADVENTIST BEHAVIORAL HEALTH ROCKVILLE,False,2007,,,-524000.0,,23548000.0,,2997.0,,17708200.0,,,16944200.0,,169200.0,,,,,,18401400.0,,,-693200.0,,,,,764000.0,,,,,,,,,,FY2009,1,YEAR 2007,Adventist Behavioral Health-Rockville,4013,0.796,Adventist BH-Rockville,hscrc_name,medium,,-3.91
ADVENTIST BEHAVIORAL HEALTH ROCKVILLE,False,2008,,,-3704100.0,,24214800.0,,2456.0,,18036000.0,,,17174100.0,,-3061300.0,,,,,,18678800.0,,,-642800.0,,,,,861900.0,,,,,,,,,,FY2009;FY2010,2,YEAR 2008,Adventist Behavioral Health-Rockville,4013,0.796,Adventist BH-Rockville,hscrc_name,medium,,-3.56
ADVENTIST BEHAVIORAL HEALTH ROCKVILLE,False,2009,,,-2437200.0,,26353500.0,,2873.0,,20630800.0,,,20491700.0,,-2698500.0,,,,,,20369500.0,,,261300.0,,,,,139100.0,,,,,,,,,,FY2009;FY2010;FY2011,3,YEAR 2009,Adventist Behavioral Health-Rockville,4013,0.796,Adventist BH-Rockville,hscrc_name,medium,,1.27
ADVENTIST BEHAVIORAL HEALTH ROCKVILLE,False,2010,,,-4442700.0,,26626700.0,,2825.0,,19018100.0,,,18801800.0,,-2292000.0,,,,,,21168800.0,,,-2150700.0,,,,,216300.0,,,,,,,,,,FY2010;FY2011;FY2012,3,YEAR 2010,Adventist Behavioral Health-Rockville,4013,0.796,Adventist BH-Rockville,hscrc_name,medium,,-11.31
ADVENTIST BEHAVIORAL HEALTH ROCKVILLE,False,2011,,,-3775972.0,,2694020.0,,2515.0,,21116728.0,,,20674928.0,,-3285688.0,,,,,,21607012.0,,,-490284.0,,,,,441800.0,,,,,,,,,,FY2011;FY2012;FY2013,3,YEAR 2011,Adventist Behavioral Health-Rockville,4013,0.796,Adventist BH-Rockville,hscrc_name,medium,,-2.32
ADVENTIST BEHAVIORAL HEALTH ROCKVILLE,False,2012,,,504050.0,,31489200.0,,2738.0,,26208158.0,,,26042739.0,,-2598512.0,,,,,,23105596.0,,,3102562.0,,,,,165419.0,,,,,,,,,,FY2012;FY2013;FY2014,3,YEAR 2012,Adventist Behavioral Health – Rockville;Adventist Behavioral Health-Rockville,4013,0.796,Adventist BH-Rockville,hscrc_name,medium,,11.84
ADVENTIST BEHAVIORAL HEALTH ROCKVILLE,False,2013,,,2247669.0,,36298100.0,,2705.0,,27840296.0,,,27395522.0,,-1191069.0,,,,,,24401558.0,,,3438738.0,,,,,444774.0,,,,,,,,,,FY2013;FY2014,2,YEAR 2013,Adventist Behavioral Health – Rockville;Adventist Behavioral Health-Rockville,4013,0.796,Adventist BH-Rockville,hscrc_name,medium,,12.35
ADVENTIST BEHAVIORAL HEALTH ROCKVILLE,False,2014,,,4924800.0,,50079100.0,,2949.0,,48455600.0,,,42020400.0,,-150200.0,,,,,,43380600.0,,,5075000.0,,,,,6435200.0,,,,,,,,,,FY2014;FY2017,2,CY 2014;YEAR 2014,Adventist Behavioral Health – Rockville;Adventist Behavioral Health-Rockville,4013,0.796,Adventist BH-Rockville,hscrc_name,medium,,10.47
ADVENTIST BEHAVIORAL HEALTH ROCKVILLE,False,2015,,,2864125.0,,38914821.0,,2627.0,,38195850.0,,,32013100.0,,-78700.0,,,,,,35253025.0,,,2942825.0,,,,,6182750.0,,,,,,,,,,FY2017;FY2018,2,CY 2015,Adventist Behavioral Health-Rockville,4013,0.796,Adventist BH-Rockville,hscrc_name,medium,,7.7
ADVENTIST BEHAVIORAL HEALTH ROCKVILLE,False,2016,,,2169674.0,,42450815.0,,3151.0,,42394756.0,,,35901649.0,,-20155.0,,,,,,40204927.0,,,2189829.0,,,,,6493107.0,,,,,,,,,,FY2017;FY2018,2,CY 2016,Adventist Behavioral Health-Rockville,4013,0.796,Adventist BH-Rockville,hscrc_name,medium,,5.17
ADVENTIST BEHAVIORAL HEALTH ROCKVILLE,False,2017,,,-2918100.0,,52879200.0,,3750000.0,,46565600.0,,,40252200.0,,76900.0,,,,,,49560600.0,,,-2995000.0,,,,,6313400.0,,,,,,,,,,FY2018,1,CY 2017,Adventist Behavioral Health-Rockville,4013,0.796,Adventist BH-Rockville,hscrc_name,medium,,-6.43
ADVENTIST HEALTH CARE POTOMAC RIDGE,False,2005,,,1202300.0,,18878300.0,,2959.0,,12590400.0,,,12299000.0,,3398100.0,,,,,,14786200.0,,,-2195800.0,,,,,291400.0,,,,,,,,,,FY2007,1,YEAR 2005,Adventist Health Care-Potomac Ridge,60,0.631,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,cms_name,medium,,-17.44
ADVENTIST HEALTH CARE POTOMAC RIDGE,False,2006,,,1313700.0,,23686100.0,,3199.0,,17008800.0,,,16441500.0,,1862500.0,,,,,,17557600.0,,,-548800.0,,,,,567300.0,,,,,,,,,,FY2007,1,YEAR 2006,Adventist Health Care-Potomac Ridge,60,0.631,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,cms_name,medium,,-3.23
ADVENTIST HEALTH CARE POTOMAC RIDGE,False,2007,,,-524000.0,,23548000.0,,2997.0,,17708200.0,,,16944200.0,,169200.0,,,,,,18401400.0,,,-693200.0,,,,,764000.0,,,,,,,,,,FY2007,1,YEAR 2007,Adventist Health Care-Potomac Ridge,60,0.631,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,cms_name,medium,,-3.91
ADVENTIST HEALTHCARE FORT WASHINGTON,False,2018,,,,53432546.0,54041753.0,609207.0,,45122235.0,45796682.0,674447.0,44597472.0,45206679.0,609207.0,,,,,,43086297.0,44440719.0,,2035938.0,1355963.0,-679974.0,,,524763.0,590003.0,65240.0,,,,,,,,,FY2021,1,December 2018,ADVENTIST HEALTHCARE FORT WASHINGTON,60,0.949,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,cms_name,high,4.51,2.96
ADVENTIST HEALTHCARE FORT WASHINGTON,False,2019,,,,53090934.0,53300853.0,209919.0,,46781099.0,47050170.0,269071.0,45406681.0,45616600.0,209919.0,,,,,,45291527.0,46327606.0,,1489572.0,722564.0,-767008.0,,,1374418.0,1433570.0,59152.0,,,,,,,,,FY2021,1,December 2019,ADVENTIST HEALTHCARE FORT WASHINGTON,60,0.949,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,cms_name,high,3.18,1.54
ADVENTIST HEALTHCARE FORT WASHINGTON,False,2020,,,,53626500.0,53988930.0,362430.0,,50969364.0,51332609.0,363245.0,47004241.0,47126271.0,122030.0,,,,,,47726565.0,51160793.0,,3242799.0,171816.0,-3070983.0,,,3965123.0,4206338.0,241215.0,,,,,,,,,FY2021,1,December 2020,ADVENTIST HEALTHCARE FORT WASHINGTON,60,0.949,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,cms_name,high,6.36,0.33
ADVENTIST HEALTHCARE FORT WASHINGTON M,False,2019,,,,53090934.0,53300853.0,209919.0,,46781099.0,47050170.0,269071.0,45406681.0,45616600.0,209919.0,,,,,,45291527.0,46327606.0,1036079.0,1489572.0,722564.0,-767008.0,,,1374418.0,1433570.0,59152.0,,,,,,,,,FY2022,1,December 2019,ADVENTIST HEALTHCARE FORT WASHINGTON M,60,0.949,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,cms_name,high,3.18,1.54
ADVENTIST HEALTHCARE FORT WASHINGTON M,False,2020,,,,53626500.0,53988930.0,362430.0,,50969364.0,51332609.0,363245.0,47004241.0,47126271.0,122030.0,,,,,,47726565.0,51160793.0,3434228.0,3242799.0,171816.0,-3070983.0,,,3965123.0,4206338.0,241215.0,,,,,,,,,FY2022,1,December 2020,ADVENTIST HEALTHCARE FORT WASHINGTON M,60,0.949,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,cms_name,high,6.36,0.33
ADVENTIST HEALTHCARE FORT WASHINGTON M,False,2021,,,,63872312.0,64752263.0,879950.0,,59951705.0,61840956.0,1889250.0,54912174.0,55260320.0,348146.0,,,,,,54926584.0,61242447.0,6315863.0,5025121.0,598509.0,-4426612.0,,,5039531.0,6580636.0,1541105.0,,,,,,,,,FY2022,1,December 2021,ADVENTIST HEALTHCARE FORT WASHINGTON M,60,0.949,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,cms_name,high,8.38,0.97
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CENTER,False,2017,,,429529.0,49044647.0,49620538.0,575891.0,,42085727.0,42721698.0,635971.0,41467988.0,42043879.0,575891.0,,,,,,40958068.0,42237447.0,,1127659.0,484251.0,-643408.0,,,617739.0,677819.0,60080.0,,,,,,1.01,2.68,1.13,FY2020,1,December 2017,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CENTER,60,0.959,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,cms_name,high,2.68,1.13
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CENTER,False,2018,,,1389980.0,53432546.0,54041753.0,609207.0,,45122235.0,45796682.0,674447.0,44597472.0,45206679.0,609207.0,,,,,,43086297.0,44440719.0,,2035938.0,1355963.0,-679974.0,,,524763.0,590003.0,65240.0,,,,,,3.03,4.51,2.96,FY2020,1,December 2018,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CENTER,60,0.959,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,cms_name,high,4.51,2.96
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CENTER,False,2019,,,7769199.0,53090934.0,53300853.0,209919.0,,46781099.0,47050170.0,269071.0,45406681.0,45616600.0,209919.0,,,,,,45291527.0,46327606.0,,1489572.0,722564.0,-767008.0,,,1374418.0,1433570.0,59152.0,,,,,,14.36,3.18,1.54,FY2020,1,December 2019,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CENTER,60,0.959,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,cms_name,high,3.18,1.54
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CENTER,False,2020,,,171816.0,53626500.0,53988930.0,362430.0,,50969364.0,51332609.0,363245.0,47004241.0,47126271.0,122030.0,0.0,,,,,47726565.0,51160793.0,3434228.0,3242799.0,171816.0,-3070983.0,,,3965123.0,4206338.0,241215.0,,,,,,0.33,6.36,0.33,FY2023,1,December 2020,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CENTER,60,0.959,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,cms_name,high,6.36,0.33
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CENTER,False,2021,,,638394.0,63872312.0,64752263.0,879950.0,,59951705.0,61840956.0,1889250.0,54912174.0,55260320.0,348146.0,39885.0,,,,,54926584.0,61242447.0,6315863.0,5025121.0,598509.0,-4426612.0,,,5039531.0,6580636.0,1541105.0,,,,,,1.03,8.38,0.97,FY2023;FY2024,2,December 2021,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CENTER,60,0.959,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,cms_name,high,8.38,0.97
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CENTER,False,2022,,,-2925168.0,74115596.0,77959875.0,3844279.0,,58564427.0,60595737.0,2031310.0,56657567.0,58186519.0,1528952.0,11554.0,,,,,55776567.0,63532459.0,7755892.0,2787860.0,-2936722.0,-5724582.0,,,1906860.0,2409218.0,502358.0,,,,,,-4.83,4.76,-4.85,FY2023;FY2024,2,December 2022,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CENTER,60,0.959,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,cms_name,high,4.76,-4.85
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CENTER,False,2023,,,-2815108.0,64761498.0,69340764.0,4579266.0,,57282237.0,59903778.0,2621541.0,56662033.0,58555799.0,1893766.0,-81976.0,,,,,51029116.0,62636910.0,11607794.0,6253121.0,-2733132.0,-8986253.0,,,620204.0,1347979.0,727775.0,,,,,,-4.71,10.92,-4.56,FY2024,1,December 2023,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CENTER,60,0.959,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,cms_name,high,10.92,-4.56
ADVENTIST HEALTHCARE GERMANTOWN EMERGENCY CENTER,False,2021,,,-1444646.0,14669400.0,14669400.0,0.0,,10284725.0,10286337.0,1612.0,9909121.0,9909121.0,0.0,135.0,,,,,11504018.0,11731118.0,227100.0,-1219293.0,-1444781.0,-225488.0,,,375604.0,377216.0,1612.0,,,,,,-14.04,-11.86,-14.05,FY2024,1,December 2021,Adventist HealthCare Germantown Emergency Center,16,0.69,ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,cms_name,medium,-11.86,-14.05
ADVENTIST HEALTHCARE GERMANTOWN EMERGENCY CENTER,False,2022,,,-331554.0,17461500.0,17461500.0,0.0,,12243825.0,12243878.0,53.0,12221693.0,12221693.0,0.0,0.0,,,,,12564632.0,12575432.0,10800.0,-320807.0,-331554.0,-10747.0,,,22132.0,22185.0,53.0,,,,,,-2.71,-2.62,-2.71,FY2024,1,December 2022,Adventist HealthCare Germantown Emergency Center,16,0.69,ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,cms_name,medium,-2.62,-2.71
ADVENTIST HEALTHCARE GERMANTOWN EMERGENCY CENTER,False,2023,,,-258922.0,17967500.0,17967500.0,0.0,,13039632.0,13039632.0,0.0,13037826.0,13037826.0,0.0,0.0,,,,,13289054.0,13298554.0,9500.0,-249422.0,-258922.0,-9500.0,,,1806.0,1806.0,0.0,,,,,,-1.99,-1.91,-1.99,FY2024,1,December 2023,Adventist HealthCare Germantown Emergency Center,16,0.69,ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,cms_name,medium,-1.91,-1.99
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,False,2021,,,33078672.0,495127100.0,511380727.0,16253627.0,,439374981.0,455385798.0,16010817.0,418257656.0,423829064.0,5571408.0,6006212.0,,,,,385177238.0,428313338.0,43136100.0,54197743.0,27072460.0,-27125283.0,,,21117325.0,31556734.0,10439409.0,,,,,,7.17,12.34,5.94,FY2024,1,December 2021,Adventist HealthCare Shady Grove Medical Center,5050,1.0,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,cms_name,high,12.34,5.94
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,False,2022,,,8614766.0,507181036.0,557469856.0,50288820.0,,435442074.0,460442616.0,25000542.0,431959166.0,449066026.0,17106860.0,-1518175.0,,,,,403089895.0,450309675.0,47219780.0,32352179.0,10132941.0,-22219238.0,,,3482908.0,11376590.0,7893682.0,,,,,,1.88,7.43,2.2,FY2024,1,December 2022,Adventist HealthCare Shady Grove Medical Center,5050,1.0,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,cms_name,high,7.43,2.2
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,False,2023,,,32176665.0,534307365.0,550451703.0,16144338.0,,444782917.0,467564118.0,22781201.0,441176207.0,446027613.0,4851406.0,5682742.0,,,,,402231760.0,441070195.0,38838435.0,42551157.0,26493923.0,-16057234.0,,,3606710.0,21536505.0,17929795.0,,,,,,6.8,9.57,5.67,FY2024,1,December 2023,Adventist HealthCare Shady Grove Medical Center,5050,1.0,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,cms_name,high,9.57,5.67
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,False,2021,,,1832910.0,331339300.0,362066234.0,30726934.0,,299193834.0,316899481.0,17705647.0,276084921.0,286705119.0,10620197.0,310669.0,,,,,276626334.0,315377240.0,38750907.0,22567500.0,1522241.0,-21045259.0,,,23108913.0,30194363.0,7085450.0,,,,,,0.58,7.54,0.48,FY2024,1,December 2021,Adventist HealthCare White Oak Medical Center,16,1.0,ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,cms_name,high,7.54,0.48
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,False,2022,,,-19004097.0,352793525.0,390005671.0,37212146.0,,291651046.0,309438909.0,17787863.0,289847434.0,300692788.0,10845354.0,252337.0,,,,,290013367.0,328695343.0,38681976.0,1637679.0,-19256434.0,-20894113.0,,,1803612.0,8746121.0,6942509.0,,,,,,-6.14,0.56,-6.22,FY2024,1,December 2022,Adventist HealthCare White Oak Medical Center,16,1.0,ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,cms_name,high,0.56,-6.22
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,False,2023,,,239380.0,351439080.0,366350105.0,14911025.0,,306043740.0,316950884.0,10907144.0,304751639.0,308695450.0,3943811.0,531026.0,,,,,280506348.0,317242530.0,36736182.0,25537391.0,-291646.0,-25829037.0,,,1292101.0,8255434.0,6963333.0,,,,,,0.08,8.34,-0.09,FY2024,1,December 2023,Adventist HealthCare White Oak Medical Center,16,1.0,ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,cms_name,high,8.34,-0.09
ADVENTIST REHAB HOSPITAL OF MD,False,2005,,,2569700.0,,21890800.0,,1466.0,,18057400.0,,,17953400.0,,3235000.0,,,,,,18722700.0,,,-665300.0,,,,,104000.0,,,,,,,,,,FY2007,1,YEAR 2005,Adventist Rehab Hospital of MD.,89,0.93,Adventist Rehab,hscrc_name,high,,-3.68
ADVENTIST REHAB HOSPITAL OF MD,False,2006,,,1703500.0,,23251200.0,,1351.0,,19051300.0,,,18947800.0,,2843200.0,,,,,,20191000.0,,,-1139700.0,,,,,103500.0,,,,,,,,,,FY2007,1,YEAR 2006,Adventist Rehab Hospital of MD.,89,0.93,Adventist Rehab,hscrc_name,high,,-5.98
ADVENTIST REHAB HOSPITAL OF MD,False,2007,,,1072100.0,,23898800.0,,1571.0,,19629500.0,,,19443200.0,,3267200.0,,,,,,21824600.0,,,-2195100.0,,,,,186300.0,,,,,,,,,,FY2007;FY2009,2,YEAR 2007,Adventist Rehab Hospital of MD.,89,0.93,Adventist Rehab,hscrc_name,high,,-11.18
ADVENTIST REHAB HOSPITAL OF MD,False,2008,,,771300.0,,32000100.0,,1669.0,,20506100.0,,,20295800.0,,4485800.0,,,,,,24220600.0,,,-3714500.0,,,,,210300.0,,,,,,,,,,FY2009;FY2010,2,YEAR 2008,Adventist Rehab Hospital of MD.,89,0.93,Adventist Rehab,hscrc_name,high,,-18.11
ADVENTIST REHAB HOSPITAL OF MD,False,2009,,,554000.0,,39847200.0,,1642.0,,19878400.0,,,19718500.0,,6041700.0,,,,,,25366100.0,,,-5487700.0,,,,,159900.0,,,,,,,,,,FY2009;FY2010;FY2011,3,YEAR 2009,Adventist Rehab Hospital of MD.,89,0.93,Adventist Rehab,hscrc_name,high,,-27.61
ADVENTIST REHAB HOSPITAL OF MD,False,2010,,,2215400.0,,43607400.0,,1631.0,,24980900.0,,,24850800.0,,3267800.0,,,,,,26033300.0,,,-1052400.0,,,,,130100.0,,,,,,,,,,FY2010;FY2011;FY2012,3,YEAR 2010,Adventist Rehab Hospital of MD.,89,0.93,Adventist Rehab,hscrc_name,high,,-4.21
ADVENTIST REHAB HOSPITAL OF MD,False,2011,,,2535384.0,,46328071.0,,1597.0,,27660761.0,,,27408865.0,,2834829.0,,,,,,27960206.0,,,-299445.0,,,,,251896.0,,,,,,,,,,FY2011;FY2012;FY2013,3,YEAR 2011,Adventist Rehab Hospital of MD.,89,0.93,Adventist Rehab,hscrc_name,high,,-1.08
ADVENTIST REHAB HOSPITAL OF MD,False,2012,,,3118910.0,,51233400.0,,1581.0,,28385696.0,,,28199348.0,,3854931.0,,,,,,29121717.0,,,-736021.0,,,,,186348.0,,,,,,,,,,FY2012;FY2013;FY2014,3,YEAR 2012,Adventist Rehab Hospital of MD;Adventist Rehab Hospital of MD.,89,0.93,Adventist Rehab,hscrc_name,high,,-2.59
ADVENTIST REHAB HOSPITAL OF MD,False,2013,,,3118910.0,,59348989.0,,1574.0,,33329614.0,,,32969459.0,,2949432.0,,,,,,33160136.0,,,169478.0,,,,,360155.0,,,,,,,,,,FY2013;FY2014,2,YEAR 2013,Adventist Rehab Hospital of MD;Adventist Rehab Hospital of MD.,89,0.93,Adventist Rehab,hscrc_name,high,,0.51
ADVENTIST REHAB HOSPITAL OF MD,False,2014,,,-3043330.0,,63183083.0,,1801.0,,31637410.0,,,31243964.0,,103663.0,,,,,,34784403.0,,,-3146993.0,,,,,393446.0,,,,,,,,,,FY2014;FY2017,2,CY 2014;YEAR 2014,Adventist Rehab Hospital of MD;Adventist Rehab Hospital of MD.,89,0.93,Adventist Rehab,hscrc_name,high,,-9.95
ADVENTIST REHAB HOSPITAL OF MD,False,2015,,,1958863.0,,68932729.0,,1941.0,,40774633.0,,,40331779.0,,-23783.0,,,,,,38791987.0,,,1982646.0,,,,,442854.0,,,,,,,,,,FY2017;FY2018,2,CY 2015,Adventist Rehab Hospital of MD.,89,0.93,Adventist Rehab,hscrc_name,high,,4.86
ADVENTIST REHAB HOSPITAL OF MD,False,2016,,,2607425.0,,71815975.0,,1879.0,,43721905.0,,,43030350.0,,253359.0,,,,,,41367839.0,,,2354066.0,,,,,691555.0,,,,,,,,,,FY2017;FY2018,2,CY 2016,Adventist Rehab Hospital of MD.,89,0.93,Adventist Rehab,hscrc_name,high,,5.38
ADVENTIST REHAB HOSPITAL OF MD,False,2017,,,4041815.0,,72157908.0,,1936.0,,45373598.0,,,44640954.0,,307354.0,,,,,,41639137.0,,,3734461.0,,,,,732644.0,,,,,,,,,,FY2018;FY2020,2,CY 2017,Adventist Rehab Hospital of MD.,89,0.93,Adventist Rehab,hscrc_name,high,,8.23
ADVENTIST REHAB HOSPITAL OF MD,False,2018,,,3135126.0,,72858162.0,,1874.0,,46930720.0,,,46480344.0,,-781136.0,,,,,,43014458.0,,,3916262.0,,,,,450376.0,,,,,,,,,,FY2020,1,CY 2018,Adventist Rehab Hospital of MD.,89,0.93,Adventist Rehab,hscrc_name,high,,8.34
ADVENTIST REHAB HOSPITAL OF MD,False,2019,,,4677203.0,,76780929.0,,1948.0,,50741124.0,,,50403111.0,,-3049463.0,,,,,,43014458.0,,,7726666.0,,,,,338013.0,,,,,,,,,,FY2020,1,CY2019,Adventist Rehab Hospital of MD.,89,0.93,Adventist Rehab,hscrc_name,high,,15.23
ADVENTIST REHAB HOSPITAL OF MD ROCKVILLE,False,2019,,,4677203.0,,76780929.0,,1948.0,,50741124.0,,,50403111.0,,-3049463.0,,,,,,43014458.0,,,7726666.0,,,,,338013.0,,,,,,,,,,FY2022,1,CY2019,Adventist Rehab Hospital of MD Rockville*,89,0.824,Adventist Rehab,hscrc_name,medium,,15.23
ADVENTIST REHAB HOSPITAL OF MD ROCKVILLE,False,2020,,,1071189.0,,41537844.0,,997.0,,31247906.0,,,28603097.0,,-705461.0,,,,,,29471256.0,,,1776650.0,,,,,2644809.0,,,,,,,,,,FY2022;FY2023,2,CY2020,Adventist Rehab Hospital of MD Rockville*,89,0.824,Adventist Rehab,hscrc_name,medium,,5.69
