entity,is_statewide_total,fiscal_year,eipa_regulated,eipa_total,excess_profit,gross_revenue_regulated,gross_revenue_total,gross_revenue_unregulated,inpatient_admissions,net_operating_revenue_regulated,net_operating_revenue_total,net_operating_revenue_unregulated,net_patient_revenue_regulated,net_patient_revenue_total,net_patient_revenue_unregulated,non_operating_profit,nor_per_eipa_regulated,nor_per_eipa_total,npr_per_eipa_regulated,npr_per_eipa_total,operating_expenses_regulated,operating_expenses_total,operating_expenses_unregulated,operating_profit_regulated,operating_profit_total,operating_profit_unregulated,opex_per_eipa_regulated,opex_per_eipa_total,other_operating_revenue_regulated,other_operating_revenue_total,other_operating_revenue_unregulated,pct_change_excess_profit,pct_change_nor_per_eipa_regulated,pct_change_npr_per_eipa_regulated,pct_change_operating_profit_regulated,pct_change_operating_profit_total,pct_excess_profit_of_total_revenue,pct_operating_profit_of_regulated_nor,pct_operating_profit_of_total_nor,reported_in_reports,n_source_reports,period_labels,name_variants,hosp_num,match_score,matched_name,match_basis,match_confidence,margin_regulated_pct,margin_total_pct
MEDSTAR SOUTHERN MARYLAND,False,2015,,,-7528697.0,262672600.0,272371752.0,9699152.0,,220367050.0,225806547.0,5439497.0,216113395.0,220719842.0,4606447.0,20445.0,,,,,216259673.0,233355690.0,,4107378.0,-7549143.0,-11656520.0,,,4253655.0,5086705.0,833050.0,,,,,,-3.33,1.86,-3.34,FY2015,1,June 2015,MedStar Southern Maryland,62,0.975,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,cms_name,high,1.86,-3.34
MEDSTAR SOUTHERN MARYLAND HOSPITAL CEN,False,2020,,,,281382413.0,305615228.0,24232815.0,,239355410.0,252109159.0,12753749.0,232377115.0,244929794.0,12552679.0,,,,,,205766288.0,240415418.0,34649131.0,33589123.0,11693741.0,-21895382.0,,,6978296.0,7179366.0,201070.0,,,,,,,,,FY2022,1,June 2020,MEDSTAR SOUTHERN MARYLAND HOSPITAL CEN,62,0.944,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,cms_name,high,14.03,4.64
MEDSTAR SOUTHERN MARYLAND HOSPITAL CEN,False,2021,,,,296310185.0,327705286.0,31395101.0,,247440556.0,262240949.0,14800393.0,240212058.0,255262240.0,15050182.0,,,,,,226206866.0,266837862.0,40630996.0,21233690.0,-4596913.0,-25830603.0,,,7228499.0,6978709.0,-249789.0,,,,,,,,,FY2022,1,June 2021,MEDSTAR SOUTHERN MARYLAND HOSPITAL CEN,62,0.944,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,cms_name,high,8.58,-1.75
MEDSTAR SOUTHERN MARYLAND HOSPITAL CEN,False,2022,,,,299185641.0,332477198.0,33291557.0,,260470568.0,277145964.0,16675396.0,254863540.0,271458058.0,16594518.0,,,,,,258261875.0,297984021.0,39722146.0,2208693.0,-20838057.0,-23046750.0,,,5607028.0,5687906.0,80878.0,,,,,,,,,FY2022,1,June 2022,MEDSTAR SOUTHERN MARYLAND HOSPITAL CEN,62,0.944,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,cms_name,high,0.85,-7.52
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,False,2014,,,-5582219.0,261812300.0,271863755.0,10051455.0,,207564135.0,213862614.0,6298479.0,207161288.0,212576826.0,5415538.0,21958.0,,,,,204401483.0,219466790.0,,3162651.0,-5604177.0,-8766828.0,,,402847.0,1285788.0,882941.0,,,,,,-2.61,1.52,-2.62,FY2016,1,June 2014,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,62,1.0,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,cms_name,high,1.52,-2.62
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,False,2015,,,-7528697.0,262672600.0,272371752.0,9699152.0,,220367050.0,225806547.0,5439497.0,216113395.0,220719842.0,4606447.0,20445.0,,,,,216259673.0,233355690.0,,4107378.0,-7549143.0,-11656520.0,,,4253655.0,5086705.0,833050.0,,,,,,-3.33,1.86,-3.34,FY2016;FY2017,2,June 2015,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,62,1.0,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,cms_name,high,1.86,-3.34
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,False,2016,,,-6456935.0,271938700.0,299709229.0,27770529.0,,224211016.0,236069199.0,11858184.0,221201757.0,232243667.0,11041910.0,670.0,,,,,210251917.0,242526804.0,,13959099.0,-6457604.0,-20416703.0,,,3009259.0,3825532.0,816273.0,,,,,,-2.74,6.23,-2.74,FY2016;FY2017;FY2018,3,June 2016,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,62,1.0,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,cms_name,high,6.23,-2.74
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,False,2017,,,4663640.0,270322700.0,296609756.0,26287056.0,,237119588.0,248235881.0,11116294.0,227911853.0,238070084.0,10158231.0,57645.0,,,,,212389115.0,243629886.0,,24730472.0,4605995.0,-20124477.0,,,9207735.0,10165798.0,958063.0,,,,,,1.88,10.43,1.86,FY2017;FY2018;FY2019,3,June 2017,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,62,1.0,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,cms_name,high,10.43,1.86
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,False,2018,,,-10171988.0,264243580.0,288304760.0,24061180.0,,227419146.0,237469834.0,10050688.0,226852359.0,236025488.0,9173129.0,35871.0,,,,,214662790.0,247677692.0,,12756356.0,-10207859.0,-22964214.0,,,566788.0,1444346.0,877558.0,,,,,,-4.28,5.61,-4.3,FY2018;FY2019;FY2020,3,June 2018,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,62,1.0,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,cms_name,high,5.61,-4.3
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,False,2019,,,-8014013.0,273965063.0,297304387.0,23339324.0,,229886363.0,239282522.0,9396158.0,227943143.0,236858730.0,8915588.0,7957.0,,,,,215090581.0,247304491.0,,14795783.0,-8021970.0,-22817752.0,,,1943221.0,2423791.0,480571.0,,,,,,-3.35,6.44,-3.35,FY2019;FY2020;FY2021,3,June 2019,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,62,1.0,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,cms_name,high,6.44,-3.35
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,False,2020,,,11824946.0,281382413.0,305615228.0,24232815.0,,239355410.0,252109159.0,12753749.0,232377115.0,244929794.0,12552679.0,131205.0,,,,,205766288.0,240415418.0,,33589123.0,11693741.0,-21895382.0,,,6978296.0,7179366.0,201070.0,,,,,,4.69,14.03,4.64,FY2020;FY2021,2,June 2020,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,62,1.0,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,cms_name,high,14.03,4.64
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,False,2021,,,-4461728.0,296310185.0,327705286.0,31395101.0,,247440556.0,262240949.0,14800393.0,240212058.0,255262240.0,15050182.0,135185.0,,,,,226206866.0,266837862.0,40630996.0,21233690.0,-4596913.0,-25830603.0,,,7228499.0,6978709.0,-249789.0,,,,,,-1.7,8.58,-1.75,FY2021;FY2023,2,June 2021,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,62,1.0,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,cms_name,high,8.58,-1.75
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,False,2022,,,-20884519.0,299185641.0,332477198.0,33291557.0,,260470568.0,277145964.0,16675396.0,254863540.0,271458058.0,16594518.0,-46462.0,,,,,258261875.0,297984021.0,39722146.0,2208693.0,-20838057.0,-23046750.0,,,5607028.0,5687906.0,80878.0,,,,,,-7.54,0.85,-7.52,FY2023;FY2024,2,June 2022,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,62,1.0,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,cms_name,high,0.85,-7.52
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,False,2023,,,-28624114.0,318000686.0,351859771.0,33859084.0,,261277464.0,278189647.0,16912183.0,253654839.0,270258475.0,16603636.0,92404.0,,,,,257464006.0,306906165.0,49442159.0,3813459.0,-28716518.0,-32529976.0,,,7622625.0,7931172.0,308547.0,,,,,,-10.29,1.46,-10.32,FY2023;FY2024,2,June 2023,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,62,1.0,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,cms_name,high,1.46,-10.32
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,False,2024,,,-31313733.0,338032767.0,457401567.0,119368800.0,,286085083.0,340525571.0,54440488.0,273706361.0,327676327.0,53969966.0,193658.0,,,,,289266748.0,372032962.0,82766215.0,-3181665.0,-31507391.0,-28325726.0,,,12378722.0,12849244.0,470522.0,,,,,,-9.19,-1.11,-9.25,FY2024,1,June 2024,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,62,1.0,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,cms_name,high,-1.11,-9.25
MEDSTAR ST MARY'S HOSPITAL,False,2014,,,12271586.0,157936000.0,170379429.0,12443429.0,,134460477.0,143005214.0,8544737.0,131499627.0,138299296.0,6799669.0,769829.0,,,,,114203324.0,131503457.0,,20257153.0,11501757.0,-8755396.0,,,2960851.0,4705918.0,1745067.0,,,,,,8.54,15.07,8.04,FY2016,1,June 2014,MEDSTAR ST. MARY'S HOSPITAL,28,0.975,MedStar- St. Mary's,hscrc_name,high,15.07,8.04
MEDSTAR ST MARY'S HOSPITAL,False,2015,,,13257796.0,166124100.0,178739982.0,12615882.0,,143316668.0,152662680.0,9346012.0,140075188.0,147788648.0,7713460.0,-8804.0,,,,,120822142.0,139396080.0,,22494526.0,13266600.0,-9227927.0,,,3241480.0,4874032.0,1632552.0,,,,,,8.68,15.7,8.69,FY2016;FY2017,2,June 2015,MEDSTAR ST. MARY'S HOSPITAL,28,0.975,MedStar- St. Mary's,hscrc_name,high,15.7,8.69
MEDSTAR ST MARY'S HOSPITAL,False,2016,,,7987366.0,178043900.0,189597094.0,11553194.0,,146667166.0,157985802.0,11318636.0,145761191.0,154657111.0,8895921.0,460.0,,,,,130856640.0,149998897.0,,15810526.0,7986905.0,-7823621.0,,,905975.0,3328691.0,2422716.0,,,,,,5.06,10.78,5.06,FY2016;FY2017;FY2018,3,June 2016,MEDSTAR ST. MARY'S HOSPITAL,28,0.975,MedStar- St. Mary's,hscrc_name,high,10.78,5.06
MEDSTAR ST MARY'S HOSPITAL,False,2017,,,4364894.0,190011200.0,201478440.0,11467240.0,,162586705.0,172909545.0,10322840.0,160955162.0,169288567.0,8333405.0,212865.0,,,,,150392679.0,168757516.0,,12194026.0,4152029.0,-8041997.0,,,1631543.0,3620978.0,1989435.0,,,,,,2.52,7.5,2.4,FY2017;FY2018;FY2019,3,June 2017,MEDSTAR ST. MARY'S HOSPITAL,28,0.975,MedStar- St. Mary's,hscrc_name,high,7.5,2.4
MEDSTAR ST MARY'S HOSPITAL,False,2018,,,17194914.0,196820500.0,210145645.0,13325145.0,,169292608.0,179166774.0,9874165.0,168001259.0,176837894.0,8836635.0,246817.0,,,,,142378610.0,162218677.0,,26913998.0,16948097.0,-9965901.0,,,1291349.0,2328879.0,1037530.0,,,,,,9.58,15.9,9.46,FY2018;FY2019;FY2020,3,June 2018,MEDSTAR ST. MARY'S HOSPITAL,28,0.975,MedStar- St. Mary's,hscrc_name,high,15.9,9.46
MEDSTAR ST MARY'S HOSPITAL,False,2019,,,12275601.0,190672185.0,202478685.0,11806500.0,,161857118.0,172009953.0,10152836.0,162280832.0,170276632.0,7995800.0,285332.0,,,,,138596090.0,160019685.0,,23261027.0,11990269.0,-11270759.0,,,-423715.0,1733321.0,2157036.0,,,,,,7.12,14.37,6.97,FY2019;FY2020;FY2021,3,June 2019,MEDSTAR ST. MARY'S HOSPITAL,28,0.975,MedStar- St. Mary's,hscrc_name,high,14.37,6.97
MEDSTAR ST MARY'S HOSPITAL,False,2020,,,18366071.0,199026195.0,211960023.0,12933828.0,,169502248.0,179877624.0,10375375.0,169062031.0,177097602.0,8035571.0,1323389.0,,,,,139857846.0,162834942.0,22977096.0,29644403.0,17042682.0,-12601721.0,,,440217.0,2780021.0,2339804.0,,,,,,10.14,17.49,9.47,FY2020;FY2021;FY2022,3,June 2020,MEDSTAR ST. MARY'S HOSPITAL,28,0.975,MedStar- St. Mary's,hscrc_name,high,17.49,9.47
MEDSTAR ST MARY'S HOSPITAL,False,2021,,,,206507408.0,235676410.0,29169003.0,,177210224.0,196965584.0,19755360.0,171434271.0,189042735.0,17608465.0,793465.0,,,,,143704997.0,176289631.0,32584634.0,33505228.0,20675953.0,-12829274.0,,,5775954.0,7922849.0,2146895.0,,,,,,,,,FY2021;FY2022;FY2023,3,June 2021,MEDSTAR ST. MARY'S HOSPITAL,28,0.975,MedStar- St. Mary's,hscrc_name,high,18.91,10.5
MEDSTAR ST MARY'S HOSPITAL,False,2022,,,13474347.0,204364194.0,238700833.0,34336640.0,,181373905.0,200968167.0,19594262.0,178963251.0,197120200.0,18156949.0,2212794.0,,,,,158185301.0,189706615.0,31521314.0,23188604.0,11261552.0,-11927051.0,,,2410654.0,3847967.0,1437313.0,,,,,,6.7,12.78,5.6,FY2022;FY2023;FY2024,3,June 2022,MEDSTAR ST. MARY'S HOSPITAL,28,0.975,MedStar- St. Mary's,hscrc_name,high,12.78,5.6
MEDSTAR ST MARY'S HOSPITAL,False,2023,,,4377367.0,217557775.0,255099037.0,37541262.0,,182595432.0,203543536.0,20948104.0,179867136.0,198656505.0,18789369.0,2133116.0,,,,,163335536.0,201299285.0,37963749.0,19259896.0,2244251.0,-17015645.0,,,2728296.0,4887031.0,2158735.0,,,,,,2.14,10.55,1.1,FY2023;FY2024,2,June 2023,MEDSTAR ST. MARY'S HOSPITAL,28,0.975,MedStar- St. Mary's,hscrc_name,high,10.55,1.1
MEDSTAR ST MARY'S HOSPITAL,False,2024,,,6083361.0,236265893.0,307081727.0,70815833.0,,196555518.0,233725744.0,37170226.0,193437886.0,228882523.0,35444637.0,2396022.0,,,,,177561168.0,230038405.0,52477238.0,18994350.0,3687338.0,-15307012.0,,,3117632.0,4843220.0,1725588.0,,,,,,2.59,9.66,1.58,FY2024,1,June 2024,MEDSTAR ST. MARY'S HOSPITAL,28,0.975,MedStar- St. Mary's,hscrc_name,high,9.66,1.58
MEDSTAR UNION MEMORIAL,False,2011,,,,400597100.0,532224647.0,131627547.0,,341391855.0,397038051.0,,337555155.0,384611999.0,47056844.0,,14450.25,14736.57,14287.85,14275.36,302554958.0,384090530.0,,,,,12806.38,14256.01,3836700.0,12426052.0,8589352.0,,,,,,,,,FY2013,1,June 2011,MedStar Union Memorial,24,0.975,MEDSTAR UNION MEMORIAL HOSPITAL,cms_name,high,,
MEDSTAR UNION MEMORIAL,False,2012,,,4084294.0,422530700.0,564853369.0,142322669.0,,343260608.0,400299345.0,57038737.0,339127630.0,387588875.0,48461245.0,1030745.0,14352.56,14558.55,14179.75,14096.28,311843852.0,397245796.0,,31416756.0,3053549.0,-28363207.0,13038.95,14447.49,4132978.0,12710470.0,8577492.0,,,,,,,,,FY2013;FY2014,2,June 2012,MedStar Union Memorial,24,0.975,MEDSTAR UNION MEMORIAL HOSPITAL,cms_name,high,9.15,0.76
MEDSTAR UNION MEMORIAL,False,2013,,,-1472759.0,406581900.0,548450789.0,141868889.0,,331971361.0,391671878.0,59700517.0,325853133.0,377533429.0,51680296.0,4750979.0,14128.0,14518.68,13867.62,13994.59,311635984.0,397895616.0,,20335376.0,-6223738.0,-26559115.0,13262.57,14749.39,6118228.0,14138449.0,8020221.0,,,,,,-0.37,6.13,-1.59,FY2013;FY2014;FY2015,3,June 2013,MedStar Union Memorial,24,0.975,MEDSTAR UNION MEMORIAL HOSPITAL,cms_name,high,6.13,-1.59
MEDSTAR UNION MEMORIAL,False,2014,,,20389661.0,415164300.0,568828482.0,153664182.0,,347941658.0,409206476.0,61264818.0,343104896.0,395467034.0,52362138.0,5852483.0,,,,,301629439.0,394669299.0,,46312220.0,14537178.0,-31775042.0,,,4836762.0,13739442.0,8902680.0,,,,,,4.91,13.31,3.55,FY2014;FY2015,2,June 2014,MedStar Union Memorial,24,0.975,MEDSTAR UNION MEMORIAL HOSPITAL,cms_name,high,13.31,3.55
MEDSTAR UNION MEMORIAL,False,2015,,,9579971.0,419374600.0,557030761.0,137656161.0,,366279654.0,428918786.0,62639133.0,361044332.0,414368343.0,53324011.0,1393271.0,,,,,323965920.0,420732087.0,,42313734.0,8186700.0,-34127034.0,,,5235322.0,14550443.0,9315121.0,,,,,,2.23,11.55,1.91,FY2015,1,June 2015,MedStar Union Memorial,24,0.975,MEDSTAR UNION MEMORIAL HOSPITAL,cms_name,high,11.55,1.91
MEDSTAR UNION MEMORIAL HOSPITAL,False,2014,,,20389661.0,415164300.0,568828482.0,153664182.0,,347941658.0,409206476.0,61264818.0,343104896.0,395467034.0,52362138.0,5852483.0,,,,,301629439.0,394669299.0,,46312220.0,14537178.0,-31775042.0,,,4836762.0,13739442.0,8902680.0,,,,,,4.91,13.31,3.55,FY2016,1,June 2014,MEDSTAR UNION MEMORIAL HOSPITAL,24,1.0,MEDSTAR UNION MEMORIAL HOSPITAL,cms_name,high,13.31,3.55
MEDSTAR UNION MEMORIAL HOSPITAL,False,2015,,,9579971.0,419374600.0,557030761.0,137656161.0,,366279654.0,428918786.0,62639133.0,361044332.0,414368343.0,53324011.0,1393271.0,,,,,323965920.0,420732087.0,,42313734.0,8186700.0,-34127034.0,,,5235322.0,14550443.0,9315121.0,,,,,,2.23,11.55,1.91,FY2016;FY2017,2,June 2015,MEDSTAR UNION MEMORIAL HOSPITAL,24,1.0,MEDSTAR UNION MEMORIAL HOSPITAL,cms_name,high,11.55,1.91
MEDSTAR UNION MEMORIAL HOSPITAL,False,2016,,,4215211.0,426343800.0,556443659.0,130099859.0,,364510768.0,429225238.0,64714470.0,361444621.0,417273738.0,55829116.0,-617400.0,,,,,320066035.0,424392626.0,,44444733.0,4832611.0,-39612122.0,,,3066146.0,11951500.0,8885354.0,,,,,,0.98,12.19,1.13,FY2016;FY2017;FY2018,3,June 2016,MEDSTAR UNION MEMORIAL HOSPITAL,24,1.0,MEDSTAR UNION MEMORIAL HOSPITAL,cms_name,high,12.19,1.13
MEDSTAR UNION MEMORIAL HOSPITAL,False,2017,,,17108271.0,434442400.0,613983891.0,179541491.0,,373219507.0,454299962.0,81080456.0,371471942.0,444138147.0,72666205.0,6290841.0,,,,,318141201.0,443482532.0,,55078306.0,10817431.0,-44260875.0,,,1747565.0,10161815.0,8414250.0,,,,,,3.71,14.76,2.38,FY2017;FY2018;FY2019,3,June 2017,MEDSTAR UNION MEMORIAL HOSPITAL,24,1.0,MEDSTAR UNION MEMORIAL HOSPITAL,cms_name,high,14.76,2.38
MEDSTAR UNION MEMORIAL HOSPITAL,False,2018,,,12324708.0,440415067.0,580022801.0,139607734.0,,382512921.0,457194342.0,74681422.0,375131688.0,440305298.0,65173610.0,4312432.0,,,,,342650432.0,449182066.0,,39862489.0,8012276.0,-31850213.0,,,7381232.0,16889044.0,9507812.0,,,,,,2.67,10.42,1.75,FY2018;FY2019;FY2020,3,June 2018,MEDSTAR UNION MEMORIAL HOSPITAL,24,1.0,MEDSTAR UNION MEMORIAL HOSPITAL,cms_name,high,10.42,1.75
MEDSTAR UNION MEMORIAL HOSPITAL,False,2019,,,-8956083.0,420492952.0,545870701.0,125377749.0,,365259150.0,436178994.0,70919844.0,361643118.0,423889354.0,62246236.0,2524331.0,,,,,341829682.0,447659408.0,,23429468.0,-11480414.0,-34909882.0,,,3616032.0,12289640.0,8673608.0,,,,,,-2.04,6.41,-2.63,FY2019;FY2020;FY2021,3,June 2019,MEDSTAR UNION MEMORIAL HOSPITAL,24,1.0,MEDSTAR UNION MEMORIAL HOSPITAL,cms_name,high,6.41,-2.63
MEDSTAR UNION MEMORIAL HOSPITAL,False,2020,,,14786019.0,431562934.0,549370732.0,117807797.0,,372556419.0,442713927.0,70157509.0,367931369.0,420854577.0,52923207.0,2717353.0,,,,,329743972.0,430645261.0,100901289.0,42812446.0,12068667.0,-30743780.0,,,4625049.0,21859351.0,17234301.0,,,,,,3.3,11.49,2.73,FY2020;FY2021;FY2022,3,June 2020,MEDSTAR UNION MEMORIAL HOSPITAL,24,1.0,MEDSTAR UNION MEMORIAL HOSPITAL,cms_name,high,11.49,2.73
MEDSTAR UNION MEMORIAL HOSPITAL,False,2021,,,4209655.0,453671280.0,587203939.0,133532659.0,,389830154.0,458709898.0,68879744.0,367149854.0,427594057.0,60444204.0,14921399.0,,,,,364574112.0,469421642.0,104847530.0,25256042.0,-10711744.0,-35967787.0,,,22680301.0,31115841.0,8435540.0,,,,,,0.89,6.48,-2.34,FY2021;FY2022;FY2023,3,June 2021,MEDSTAR UNION MEMORIAL HOSPITAL,24,1.0,MEDSTAR UNION MEMORIAL HOSPITAL,cms_name,high,6.48,-2.34
MEDSTAR UNION MEMORIAL HOSPITAL,False,2022,,,-29938831.0,442852891.0,590968257.0,148115366.0,,398636760.0,474686213.0,76049452.0,392956967.0,459455440.0,66498473.0,-3868881.0,,,,,384331913.0,500756162.0,116424249.0,14304847.0,-26069949.0,-40374797.0,,,5679794.0,15230772.0,9550979.0,,,,,,-6.26,3.59,-5.49,FY2022;FY2023;FY2024,3,June 2022,MEDSTAR UNION MEMORIAL HOSPITAL,24,1.0,MEDSTAR UNION MEMORIAL HOSPITAL,cms_name,high,3.59,-5.49
MEDSTAR UNION MEMORIAL HOSPITAL,False,2023,,,-3318921.0,485128248.0,645296629.0,160168381.0,,424979454.0,507661871.0,82682417.0,409516689.0,482070224.0,72553536.0,5986365.0,,,,,389617319.0,516967157.0,127349838.0,35362135.0,-9305286.0,-44667421.0,,,15462765.0,25591646.0,10128881.0,,,,,,-0.65,8.32,-1.83,FY2023;FY2024,2,June 2023,MEDSTAR UNION MEMORIAL HOSPITAL,24,1.0,MEDSTAR UNION MEMORIAL HOSPITAL,cms_name,high,8.32,-1.83
MEDSTAR UNION MEMORIAL HOSPITAL,False,2024,,,-3083560.0,499090335.0,675958443.0,176868108.0,,431697299.0,520029228.0,88331929.0,423250694.0,501327819.0,78077125.0,9277144.0,,,,,387147600.0,532389932.0,145242332.0,44549699.0,-12360704.0,-56910403.0,,,8446605.0,18701409.0,10254804.0,,,,,,-0.58,10.32,-2.38,FY2024,1,June 2024,MEDSTAR UNION MEMORIAL HOSPITAL,24,1.0,MEDSTAR UNION MEMORIAL HOSPITAL,cms_name,high,10.32,-2.38
MEMORIAL HOSP AND MED CTR OF CUMBERLAND,False,2007,,,,97696500.0,117666900.0,19970400.0,,82149100.0,97486800.0,,81425000.0,95072200.0,13647200.0,,6706.47,6607.87,6647.35,6444.2,82213728.0,97519900.0,,,,,6711.74,6610.11,724100.0,2414600.0,1690500.0,,,,,,,,,FY2009,1,June 2007,Memorial Hosp and Med Ctr of Cumberland,,0.471,,UNMATCHED,none,,
MEMORIAL HOSP AND MED CTR OF CUMBERLAND,False,2008,,,,101185500.0,123571400.0,22385900.0,,84667100.0,101379900.0,,84603800.0,99866400.0,15262600.0,,7277.78,7135.69,7272.34,7029.17,82700644.0,98915700.0,,,,,7108.75,6962.25,63300.0,1513500.0,1450200.0,,,,,,,,,FY2009,1,June 2008,Memorial Hosp and Med Ctr of Cumberland,,0.471,,UNMATCHED,none,,
MEMORIAL HOSP AND MED CTR OF CUMBERLAND,False,2009,,,,106194800.0,129876100.0,23681300.0,,88733800.0,105234200.0,,88316900.0,103346800.0,15029900.0,,7946.07,7705.39,7908.74,7567.19,83282630.0,100317300.0,,,,,7457.92,7345.37,416900.0,1887400.0,1470500.0,,,,,,,,,FY2009,1,June 2009,Memorial Hosp and Med Ctr of Cumberland,,0.471,,UNMATCHED,none,,
MEMORIAL HOSPITAL AT EASTON,False,2007,,,,127272636.0,155966895.0,28694259.0,,114572706.0,128170528.0,,112740414.0,124891948.0,12151534.0,,7803.82,7094.0,7679.02,6912.54,109557554.0,124574494.0,,,,,7462.22,6894.97,1832292.0,3278580.0,1446288.0,,,,,,,,,FY2009,1,June 2007,Memorial Hospital at Easton,37,0.682,Easton,short_name,medium,,
MEMORIAL HOSPITAL AT EASTON,False,2008,,,,144112600.0,174463692.0,30351092.0,,127338515.0,141037544.0,,125016601.0,137205850.0,12189249.0,,7889.51,7218.08,7745.65,7021.98,125451524.0,137972084.0,,,,,7772.6,7061.2,2321914.0,3831694.0,1509780.0,,,,,,,,,FY2009;FY2010,2,June 2008,Memorial Hospital at Easton,37,0.682,Easton,short_name,medium,,
MEMORIAL HOSPITAL AT EASTON,False,2009,,,,160032300.0,192981071.0,32948771.0,,141015514.0,155779125.0,,139245218.0,152557641.0,13312423.0,,8625.55,7901.73,8517.27,7738.32,134106845.0,147694022.0,,,,,8202.96,7491.62,1770296.0,3221484.0,1451188.0,,,,,,,,,FY2009;FY2010;FY2011,3,June 2009,Memorial Hospital at Easton,37,0.682,Easton,short_name,medium,,
MEMORIAL HOSPITAL AT EASTON,False,2010,,,9911967.0,160769200.0,192417839.0,31648639.0,,139221175.0,153070254.0,,137414364.0,149791234.0,12376870.0,4540080.0,8471.95,7782.63,8362.0,7615.91,133188248.0,147698367.0,,,,,8104.83,7509.51,1806811.0,3279020.0,1472209.0,412.8,-1.78,-1.82,-12.68,-33.56,6.29,4.33,3.51,FY2010;FY2011;FY2012,3,June 2010,Memorial Hospital at Easton,37,0.682,Easton,short_name,medium,,
MEMORIAL HOSPITAL AT EASTON,False,2011,,,19019010.0,173171500.0,206661144.0,33489644.0,,149270216.0,163802666.0,,145233736.0,158344695.0,13110959.0,9777820.0,9198.51,8458.3,8949.77,8176.46,140221608.0,154561476.0,,,,,8640.91,7981.11,4036480.0,5457971.0,1421491.0,91.88,8.58,7.03,49.99,72.03,10.96,6.06,5.64,FY2011;FY2012,2,June 2011,Memorial Hospital at Easton,37,0.682,Easton,short_name,medium,,
MEMORIAL HOSPITAL AT EASTON,False,2012,,,13061338.0,184647500.0,221718171.0,37070671.0,,156541896.0,170803429.0,,152889603.0,166216458.0,13326855.0,-1952423.0,9731.15,8842.45,9504.11,8604.98,141357659.0,155789668.0,,,,,8787.25,8065.19,3652293.0,4586971.0,934678.0,-31.32,5.79,6.19,67.81,62.47,7.74,9.7,8.79,FY2012,1,June 2012,Memorial Hospital at Easton,37,0.682,Easton,short_name,medium,,
MERCY MEDICAL CENTER,False,2007,,,,325029000.0,329388128.0,4359128.0,,292499159.0,305116338.0,,285178259.0,289537387.0,4359128.0,,9746.74,10032.62,9502.79,9520.37,263534365.0,278902000.0,,,,,8781.57,9170.66,7320900.0,15578951.0,8258051.0,,,,,,,,,FY2009,1,June 2007,Mercy Medical Center,8,0.975,Mercy,hscrc_name,high,,
MERCY MEDICAL CENTER,False,2008,,,,353240000.0,359162547.0,5922547.0,,315462821.0,333459788.0,,310781321.0,316703868.0,5922547.0,,9657.12,10039.73,9513.81,9535.25,286723944.0,306485734.0,,,,,8777.35,9227.6,4681500.0,16755920.0,12074420.0,,,,,,,,,FY2009;FY2010,2,June 2008,Mercy Medical Center,8,0.975,Mercy,hscrc_name,high,,
