fiscal_year,hosp_num,volume,revenue,volume_md_resident,volume_nonmd_resident,revenue_md_resident,revenue_nonmd_resident,medicare_volume_md_resident,medicare_volume_nonmd_resident,medicare_revenue_md_resident,medicare_revenue_nonmd_resident,medicare_ffs_volume_md_resident,medicare_nonffs_volume_md_resident,medicare_ffs_revenue_md_resident,medicare_nonffs_revenue_md_resident,medicaid_volume,medicaid_revenue,kaiser_volume,kaiser_revenue,revenue_inpatient,revenue_outpatient,outpatient_revenue_share,inpatient_admissions,inpatient_admissions_medicare,medicare_revenue_share,medicare_volume_share,md_resident_revenue_share,medicare_advantage_share_of_medicare_revenue,medicaid_revenue_share
2019,43,72316082.32,448592881.11,71041286.32,1274795.67,441032083.11,7560797.4,32914553.75,546379.92,206045930.6,3090743.33,29546088.56,3368464.94,178903213.26,27142717.02,,,,,263245243.28,185347637.83,0.4131756111942193,17086.0,8527.0,0.4671903439474018,0.46331584709402546,0.9831455238850614,0.13173139086494534,
2019,44,107645508.82000001,477483649.17,103106218.74,4539289.81,459549911.4,17933737.77,49439484.52,1965417.06,197008443.58,6718277.63,43033286.52,6406197.7,169353127.42,27655316.16,,,,,243580824.77,233902824.4,0.4898656211717165,17672.0,7150.0,0.4286986868952316,0.47950051048492176,0.9624411478776835,0.14037629889081324,
2019,45,2041058.0,15877748.83,1996260.0,44798.0,15245323.290000001,632425.54,619873.0,29593.0,7216988.17,380544.45,579848.0,40025.0,6693346.92,523641.24,,,,,2143225.7,13734523.13,0.8650170296213207,172.0,127.0,0.4733903002722089,0.3105171671024816,0.9601690676196445,0.07255675465517633,
2019,48,52282276.83,307991681.81,50773485.83,1508791.0,300499676.21,7492005.6,20138919.0,585041.0,113010400.31,2857297.98,18748596.0,1390323.0,104396993.05,8613407.26,,,,,185479424.74,122512257.07000001,0.3977778112383496,14509.0,6450.0,0.3760749486832201,0.3966424339551792,0.9756746495360812,0.07621782806159852,
2019,49,52441729.76,323916501.73,50557387.71,1884341.38,312344396.2,11572104.45,26288358.49,697365.3,154655975.07,4136612.02,24052718.5,2235639.38,141152072.16,13503902.47,,,,,157954734.58,165961767.15,0.5123597169752627,10815.0,5703.96,0.4951456691765677,0.5199706646393895,0.9642744180423203,0.08731575009557761,
2019,51,45745262.0,256445229.0,37673780.0,8071482.0,238649328.0,17795901.0,6992166.0,387174.0,93960767.13,5605691.11,6524845.0,467321.0,86737281.14,7223485.97,,,,,146125649.0,110319580.0,0.4301876873677381,10406.0,5806.0,0.3937189679830148,0.18559767562479793,0.9306054510376561,0.07687768193724835,
2019,55,9884159.61,70705927.07,9492866.16,391290.53,67746859.0,2959065.29,3246253.87,100509.06999999999,23152461.72,815664.52,3197594.37,48658.5,22705490.73,446970.99,,,,,24171549.53,46534377.54,0.6581396987261086,1563.0,679.57,0.3417495963908821,0.34196772768994776,0.9581496461100005,0.019305549250250527,
2019,60,7614579.5,51873732.0,6724275.5,890304.0,45905617.0,5968115.0,2872746.0,189534.0,19964031.0,1379089.0,2838906.0,33840.0,19687788.0,276243.0,,,,,21486070.0,30387662.0,0.5858005743639189,2038.0,1118.0,0.43489298923920355,0.42722015182156053,0.8849491877700258,0.013837035215984186,
2019,61,22994757.0,110772866.47,16563169.32,6431587.68,79048931.49,31723934.98,8791985.74,3896760.58,41672192.22,18147306.41,8190775.0,601210.74,38628867.78,3043324.44,,,,,39990244.98,70782621.49,0.6389888042589352,3112.0,1458.0,0.5271695826182254,0.5308154236752076,0.7136127646512459,0.07303010179866175,
2019,62,36656296.0,273965071.07,34284744.64,2371550.16,255657503.25,18307562.69,16627434.3,1030495.64,112668038.93,6945491.22,15137549.69,1489884.07,101865160.05,10802876.54,,,,,171247170.26,102717900.81,0.37493064502282797,10236.0,4421.1,0.4406991287082438,0.48498054964658477,0.9331755404128789,0.09588235175293823,
2019,63,77752805.76,389173561.26,73699584.08,4053221.46,373093530.89,16080030.37,38418769.48,1860138.88,177488569.12,6710297.12,35153262.19,3265507.08,161085201.91,16403367.21,,,,,250413157.56,138760403.7,0.3565514657541102,14294.0,6743.0,0.4757213792922327,0.5212888235338872,0.9586815961548395,0.09241928813404139,
2019,65,18958146.0,111194166.0,18040708.0,917438.0,106905021.0,4289145.0,7496471.0,464617.0,40448936.0,1919202.0,6822660.0,673811.0,35793551.0,4655385.0,,,,,66765059.0,44429107.0,0.3995632918367318,5253.0,2083.0,0.3783632950224106,0.41553086497492225,0.9614265284385514,0.11509289144218775,
2019,87,1370384.57,14079810.03,1337580.47,32804.1,13745707.15,334102.88,134512.69,5505.31,1235586.12,51311.27,125826.64,8686.05,1150715.51,84870.61,,,,,,14079810.03,1.0,,,0.08988887268706289,0.10056418512151273,0.9762707821136704,0.06868854272982607,
2019,88,1049202.0,7158252.34,1018937.99,30263.739999999998,6926789.92,231462.32,274193.66,9224.81,1657783.05,57717.35,259819.72,14373.8,1573081.03,84701.95,,,,,,7158252.34,1.0,,,0.23932919420775506,0.2690974943431052,0.9676649538174844,0.051093507078625276,
2019,333,2365355.0,21263152.77,2190435.6,174919.32,19639587.28,1623564.68,486487.14,21533.12,3712266.64,162594.35,466642.14,19844.59,3545011.72,167254.92,,,,,,21263152.77,1.0,,,0.1890195851406914,0.2220960707541459,0.9236441788495884,0.04505466234505181,
2019,2001,16306611.01,124572575.37,15637299.99,669310.82,120289717.69,4282857.68,5108589.04,206652.73,42021144.8,1304145.63,4647211.99,461376.81,37984400.81,4036743.99,,,,,71709529.39,52863045.980000004,0.4243554074641911,2223.0,1054.0,0.3493328075496292,0.32669252641229146,0.9656195782476259,0.0960645886544243,
2019,2004,31799517.27,256874425.77,31486015.95,313500.12,253959079.43,2915343.31,17675679.56,144308.58,144002506.4,1379774.84,15017263.9,2658414.89,122847336.56,21155167.74,,,,,152604317.78,104270107.99,0.40591860274701413,8418.0,5200.21,0.5670303527765469,0.5613819032572775,0.988650694473531,0.14690833006223283,
2019,3028,717034.0,44406343.0,481792.0,235242.0,29665635.0,14740708.0,407002.0,212798.0,25111314.0,13203095.0,397913.0,9089.0,24564803.0,546511.0,,,,,44016364.0,389979.0,0.008782056203096932,1727.0,979.0,0.8464782230348348,0.8447670363974495,0.6680494946408895,0.02176353654770913,
2019,3029,3037082.47,75883086.66,2927898.99,109183.48,73057999.26,2825087.4,1195950.75,58481.97,30239460.43,1588123.68,1122413.59,73537.16,28300957.52,1938502.91,,,,,61256607.32,14626479.34,0.19275018958486842,,,0.41391032790787646,0.4084672162819387,0.9627705260243562,0.06410507603094821,
2019,4000,3316941.79,159882533.01,2976478.0,340463.79,144921400.37,14961132.64,571709.17,70132.96,24125950.2,2417722.01,571709.17,0.0,24125950.2,0.0,,,,,143083025.95,16799507.06,0.10507406121060929,7958.0,1009.15,0.1664761045532533,0.1920757250683526,0.906424220592851,0.0,
2019,4003,925528.0,22551920.0,767294.0,158234.0,18801838.0,3750082.0,166894.0,44411.0,2407764.0,420839.0,159330.0,7564.0,2298530.0,109234.0,,,,,21093264.0,1458656.0,0.06467990308585699,1746.0,159.0,0.1280600332797251,0.21750984629099146,0.8337134044462733,0.04536740311758129,
2019,4013,54854.7,4049221.74,53343.66,1511.04,3880923.31,168298.43,6784.46,147.69,518899.97000000003,22819.14,6517.780000000001,266.68,498868.42,20031.55,,,,,3603245.89,445975.85000000003,0.11013865839809504,274.0,35.0,0.13370528829130612,0.12718399899819396,0.9584368451997889,0.03860387581059216,
2019,5033,4313569.28,60471261.75,4198105.15,115463.89,58575579.9,1895681.8499999999,3268959.99,91680.88,47334197.21,1590722.72,3164642.95,104316.95999999999,45993177.08,1341020.1300000001,,,,,57460577.03,3010684.72,0.049787033259645855,1289.0,1158.0,0.8080875561250739,0.7786751101267675,0.9686515247881362,0.02833089413242845,
2019,5034,8466524.86,65840610.75,8022029.52,444494.95,63332756.19,2507854.13,23872.45,16027.64,34333.0,15898.77,23872.45,0.0,34333.0,0.0,,,,,49062004.85,16778605.9,0.2548367293205888,576.0,0.0,0.0005421049400881917,0.002975861649534294,0.961910217243846,0.0,
2019,5050,72232051.54,443932729.11,69051532.16,3180519.38,425239950.08,18692779.03,25876007.51,1141113.0,141695078.26,6230983.16,24201650.51,1674357.0,132058154.82,9636923.44,,,,,270653185.04,173279544.07,0.3903283824497289,17932.0,5179.0,0.3332120564715122,0.3747347336195589,0.957892766619223,0.06801170201774374,
2019,8992,36669900.88,223249658.05,33815133.52,2854767.24,207420250.32,15829407.14,9873434.62,780599.58,64459944.85,4770040.08,8933652.5,939781.9500000001,57893431.8,6566512.93,,,,,188965093.18,34284564.87,0.15357051459546456,3627.0,1149.16,0.31076977657945004,0.2919827187481115,0.9290954894701124,0.10186966410350566,
2020,1,63410709.0,362958984.0,52365694.0,11045015.0,309769897.0,53189087.0,29140659.0,5943777.0,157203009.0,23989116.0,24819269.0,4321390.0,135917586.0,21285423.0,,,,,207215161.0,155743823.0,0.4290948285220018,13848.0,6218.0,0.5074831690311082,0.5564837735178302,0.8534570313873261,0.1354008624605907,
2020,2,359766473.26,1602322105.63,329005941.75,30760530.67,1501185075.93,101137027.54,135979322.61,10369638.42,551354141.31,37901917.12,124920839.09,11058483.09,496059965.56,55294175.36,,,,,1064456255.05,537865850.58,0.3356789803311877,20731.0,6257.42,0.36727925833423986,0.41330354669802866,0.9368809621082803,0.10028794783081305,
2020,3,45380239.48,339579421.52,38142691.59,7237542.14,288808172.13,50771244.67,14536635.39,2340824.79,103761503.16,16146081.41,12877186.3,1659446.88,92224488.29,11537014.74,,,,,259837144.16,79742277.36,0.23482658932353317,10260.0,3192.89,0.3592748168957431,0.3811119452779027,0.8504878500506847,0.11118781425332622,
2020,4,82201068.0,512631159.0,73994013.0,8207055.0,466291463.0,46339696.0,25601615.0,3233636.0,139668684.0,18319611.0,17828054.0,7773561.0,93673005.0,45995679.0,,,,,367225696.0,145405463.0,0.28364538605816586,23539.0,5811.0,0.29953086230961085,0.3459957631977603,0.9096042150648903,0.32931991397584875,
2020,5,60661640.0,358754294.0,57345515.08,3316121.29,341397318.77,17356970.97,27066726.41,1381765.87,148953011.35,6396782.76,24343739.1,2722987.02,134420004.6,14533006.75,,,,,232671566.0,126082728.0,0.351445906317152,14096.0,6089.0,0.4363039870572326,0.47199377967467027,0.9516187666035294,0.09756772701863205,
2020,6,10642595.76,100311150.48,10345069.18,297526.08,96996483.69,3314666.11,4890924.91,82390.29000000001,44542764.85,1064415.58,4402352.72,488571.8,40072597.36,4470167.3,,,,,54031936.86,46279213.62,0.4613566228534796,3750.0,1856.81,0.45922040836406325,0.47277836666917294,0.9669561482034753,0.10035675412277421,
2020,8,109438378.32,548689653.5,102432315.31,7006062.61,519527127.71,29162525.77,42585216.99,2997693.75,186817364.60999998,11661534.709999999,36090142.89,6495073.81,157379434.38,29437930.23,,,,,233732154.60999998,314957498.89,0.5740175650860893,11793.0,3920.0,0.35959116405232533,0.41574006075251335,0.9468506001453151,0.1575759849276037,
2020,9,509180245.05,2468475227.44,389061753.96,120118490.71,1961312426.28,507162801.16,135831426.99,40822976.95,604425349.33,164264881.53,124037079.74,11794346.96,545048481.49,59376867.84,,,,,1534599316.95,933875910.49,0.37832095704622554,38804.0,9220.0,0.3081739253936238,0.3491256223657621,0.7945440993199809,0.09823689212541915,
2020,10,3510382.76,38594784.03,3449750.92,60631.64,37846397.22,748386.81,1772327.66,13655.37,17650430.3,205926.92,1687603.66,84723.8,16757479.4,892950.9,,,,,16205622.78,22389161.25,0.5801084735335413,1047.0,516.0,0.46637015928883707,0.5137552539590308,0.9806091204081289,0.05059088559444355,
2020,11,64663334.02,420211994.19,63954084.37,709249.48,415790791.44,4421202.75,30148847.29,291187.59,191728293.06,1743675.57,24840170.89,5308676.12,155435242.93,36293050.13,,,,,235927726.47,184284267.72,0.43855070837572374,11663.0,5712.0,0.46111721809901374,0.4714139462239322,0.9894786374231838,0.189294180586286,
2020,12,145039789.7,824393685.4,138505182.94,6534606.74,793682954.73,30710730.71,69874099.38,2013722.15,374455117.92,8303001.6,60729693.21,9144406.14,323292039.57,51163078.35,,,,,458831976.59,365561708.81,0.4434309909016681,15204.0,6958.0,0.47179433007652843,0.5044872538110666,0.9627474940506138,0.13663340651931127,
2020,13,4930520.68,70364369.39,4895619.05,34901.57,69661061.98,703307.38,1155391.75,3150.94,17201693.46,89038.54000000001,986013.05,169378.48,15040256.19,2161437.22,,,,,31847014.37,38517355.02,0.5473985676829499,1749.0,452.0,0.2469341260536436,0.23600524023616584,0.9900047791787651,0.1256525832776932,
2020,15,99397893.0,590598160.46,97088270.17999999,2309621.34,578513498.69,12084657.19,46512577.4,845515.2,254197993.44,4156068.7,40063493.89,6449082.66,217852048.18,36345942.66,,,,,317676525.44,272921635.02,0.462110540282464,17620.0,8066.1900000000005,0.4393985516597488,0.47907514794286143,0.9795382671686828,0.14298280709512745,
2020,16,61461699.39,308675781.43,57219895.22,4241804.17,288816340.04,19859441.39,27055728.84,3093247.17,124874643.61,10404220.209999999,24200906.84,2854822.0,111132353.27,13742290.34,,,,,200800947.23,107874834.2,0.34947618404090225,8988.0,3402.0,0.43236696231489297,0.4728377907015678,0.9356624569054388,0.11004868516717443,
2020,17,12080851.5,59967874.3,8740163.72,3340687.3,42840286.04,17127588.26,5110945.02,1780291.21,22589272.42,8441003.38,4557889.58,553055.16,19968881.11,2620391.31,,,,,19157211.23,40810663.07,0.6805420993553544,1342.0,514.0,0.5272904200244691,0.584765364097779,0.7143872705189419,0.11600158080700147,
2020,18,25546509.0,183546863.26,24837365.38,709142.5700000001,178238321.66,5308537.53,12565034.65,253964.69,85464486.1,2153893.51,11731730.209999999,833303.89,78595909.77,6868574.16,,,,,89462503.16,94084360.1,0.5125904002332445,5447.0,2964.88,0.4794955725796638,0.5058924107996514,0.9710780042452686,0.0803675827637136,
2020,19,98276134.0,460021446.0,74200919.0,24075215.0,365360189.0,94661257.0,40928809.0,16265385.0,180858785.0,58262207.0,38272189.0,2656620.0,168914577.0,11944208.0,,,,,253081358.0,206940088.0,0.44984878378909315,14291.0,5944.0,0.4950150302226825,0.551594367719354,0.7942242523188799,0.06604162468524821,
2020,22,69283413.83,323439290.63,60262421.39,9020992.19,286106826.43,37332464.2,27864163.25,4052337.37,146475901.79,17754861.56,23335371.69,4528791.34,123480896.41,22995005.38,,,,,206851027.98,116588262.65,0.3604641304490484,11864.0,6210.0,0.5119622751323528,0.4623804123248158,0.884576595109137,0.15698831752521003,
2020,23,158102525.0,640390852.35,154255646.0,3846879.0,626000072.38,14390779.98,69259024.0,1570836.0,264918474.0,5862571.0,63337275.0,5921749.0,239696285.0,25222189.0,,,,,315596592.74,324794259.61,0.5071812915786101,23014.0,10083.0,0.42319240154845683,0.4489885835361903,0.9775281300206099,0.09520736179387776,
2020,24,73208174.48,431562931.94,70145219.16,3062954.16,414825948.72,16736978.97,37373237.69,1118567.68,215620458.04,5674135.38,33640766.42,3732470.72,191391233.9,24229221.669999998,,,,,275331928.36,156231003.58,0.362012100709615,9409.0,5361.97,0.5197853671047465,0.5327980743028589,0.9612177460544111,0.11236977182149019,
2020,27,63271451.09,341461224.54,46309168.39,16962282.7,255749403.98,85711820.56,60872375.86,23101490.88,147563790.17,48397658.98,57099565.08,3772810.7800000003,138248025.73,9315764.44,,,,,172674532.8,168786691.74,0.49430705336273906,10081.0,4420.0,0.5769858614471677,1.314477844805021,0.748985201246593,0.063130422641407,
2020,28,32504497.0,199026182.0,32011471.62,493024.63,195443211.12,3582967.03,15225141.85,252225.38999999998,83635459.96,1803109.65,14817293.05,407848.43,81411023.14,2224435.21,,,,,88856419.0,110169763.0,0.5535440709001793,6625.0,2839.46,0.42792716861701957,0.4756151804182503,0.9819974897574029,0.026596795319400072,
2020,29,105394936.73,666316478.4,94735303.81,10659632.68,616027162.33,50289316.07,40753567.77,3659750.94,257536518.77,18236956.15,35340614.88,5412952.72,221839256.4,35697262.36,,,,,376182442.24,290134036.16,0.4354297778387346,17721.0,7231.0,0.41806032999570897,0.43018353381475266,0.924526380931239,0.1386104872834769,
2020,30,4726559.26,44652158.04,4573418.98,153140.1,43064308.17,1587849.86,2817481.44,83824.70999999999,23350640.14,710427.38,2720783.7,96697.56,22225311.71,1125328.43,,,,,11615196.24,33036961.8,0.7398737989417006,580.0,413.0,0.542227220923215,0.6160558331351482,0.9644395715750719,0.04819261584492047,
2020,32,24114510.0,163369279.0,22284076.0,1830434.0,151075125.0,12294154.0,10857563.0,796337.0,68544484.0,4268604.0,10058096.0,799467.0,63476888.0,5067596.0,,,,,67411095.0,95958184.0,0.5873698200014704,4359.0,1992.0,0.45371125127316625,0.4872341577007725,0.9247462308993847,0.07393149243052147,
2020,33,35261722.0,231744220.0,33624864.0,1636858.0,221380794.0,10363426.0,17709203.0,615698.0,112177313.0,3434371.0,16114434.0,1594769.0,102664857.0,9512456.0,,,,,145277069.0,86467151.0,0.37311459591095736,9324.0,4908.0,0.5067165537404297,0.5266698773859725,0.9552807573798389,0.08479839412805333,
2020,34,19031713.0,183866231.0,18509989.55,521722.61,179398894.86,4467332.7,7051408.85,209697.66,61090537.32,1705251.94,6035773.45,1015634.91,52310377.41,8780157.82,,,,,119076229.92,64790001.08,0.35237575017241746,6585.0,2327.64,0.34052906160695173,0.3809515305750132,0.9757033354319424,0.14372369609401892,
2020,35,27143816.26,155189529.22,26082105.26,1061710.75,150292664.79,4896864.43,12370094.93,523146.74,72268830.92,2161759.87,11732418.76,637675.91,68076682.75,4192148.17,,,,,88067740.89,67121788.33,0.4325149297595118,6004.0,3295.0,0.480854012542657,0.47427517091463495,0.9684459096266855,0.05800769317329369,
2020,37,37468012.76,237513527.59,36620224.410000004,847788.08,232804971.02,4708556.57,22459844.12,424291.08999999997,135047667.88,2250458.37,21202109.13,1257734.7,127738260.51,7309407.37,,,,,115542043.53,121971484.06,0.5135348933495245,5636.0,3051.0,0.5800892794011611,0.6133180361905924,0.9801756278146482,0.05412464713196646,
2020,38,24919014.259999998,216537970.78,23712651.84,1206362.19,209815371.44,6722599.34,9707109.959999999,464966.69,85078120.04,2803794.6,8246221.19,1460888.49,70460390.8,14617729.24,,,,,117588172.73,98949798.05,0.4569628028450115,4661.0,1810.0,0.40549040547455517,0.4093641666692644,0.9689541778017765,0.171815376657681,
2020,39,27974707.0,157018348.0,27663375.0,311332.0,155183657.0,1834691.0,14220637.0,137929.0,73835918.0,785718.0,13639430.0,581207.0,70426207.0,3409711.0,,,,,79468047.0,77550301.0,0.4938932423362396,5467.0,2701.0,0.4757969971026008,0.5140600884743818,0.9883154355948262,0.04617957076121137,
2020,40,37248795.25,268079108.9,36696756.95,552038.05,263836640.66,4242468.24,18155056.86,175061.31,132312791.12,1200721.97,15822083.64,2332972.92,115012502.73,17300288.39,,,,,141331835.36,126747273.54,0.4727980261501085,7740.0,4157.0,0.5014951327041355,0.4947319155405638,0.9841745660174417,0.13075295474879406,
2020,43,66356071.76,438784134.78000003,65341860.11,1014211.39,431774182.79,7009951.99,31562580.669999998,408573.2,194192638.88,2860867.62,25995949.39,5566631.07,160763986.21,33428652.67,,,,,278706957.85,160077176.93,0.36481988349524164,16924.0,8141.0,0.4497550956501921,0.4830376823810319,0.9840241443699538,0.17214170868061074,
2020,44,100055511.21,472567207.81,96131846.52,3923664.43,456433798.98,16133408.83,45096607.5,1455969.67,193505230.92,5632400.52,37798755.22,7297852.01,157545044.26,35960186.66,,,,,237361470.13,235205737.68,0.49771912606887153,15714.0,6179.0,0.4239502669443614,0.46911204905044407,0.9658600754276488,0.18583573420228033,
2020,45,1553076.0,11624672.12,1518018.0,35058.0,11171242.23,453429.89,500101.0,20801.0,5307005.42,256224.49,454396.0,45705.0,4823834.05,483171.37,,,,,1144190.26,10480481.86,0.9015722552697685,96.0,72.0,0.4750595601398932,0.3294433926343429,0.9609941781308496,0.09104406944434588,
2020,48,46527593.53,300728774.74,45318207.53,1209386.0,294225067.99,6503706.75,16932913.73,411814.0,106035227.12,2332796.99,15475227.73,1457686.0,96707269.06,9327958.06,,,,,191719946.10999998,109008828.63,0.3624822025236706,14147.0,6007.0,0.3603881472247765,0.373644825179607,0.9783735136232877,0.0879703690306954,
2020,49,49921348.05,312240520.46,48042382.54,1878964.88,300892346.18,11348173.63,24885328.91,806743.14,147751479.9,4418215.55,22536983.47,2348344.92,134253473.11,13498006.44,,,,,160756696.6,151483823.86,0.48515107404007174,10595.0,5741.33,0.49104432789929464,0.5179869855388733,0.9636556643472104,0.09135615053829318,
2020,51,43041962.0,256642313.0,39345481.0,3696481.0,236493297.0,20149016.0,8264295.0,433793.0,112180650.46,6298421.6,7110423.0,1153872.0,97785282.21,14395368.25,,,,,150967409.0,105674904.0,0.41175947475192837,10369.0,7554.0,0.474350232683339,0.21004432503951342,0.9214898908739184,0.1283230948561216,
2020,55,4959555.48,31679107.45,4672485.79,287068.09,29962738.66,1716367.79,983172.67,36458.17,6311854.03,215317.47,915877.86,67294.12,5948305.54,363548.49,,,,,,31679107.45,1.0,,,0.21065677946276223,0.21041747673244396,0.9458201657761668,0.05759773408448103,
2020,60,7356820.0,51359049.0,6454855.0,901965.0,45097783.0,6261266.0,2803244.0,215507.0,19506623.0,1422237.0,2695687.0,107557.0,18740451.0,766172.0,,,,,20918343.0,30440706.0,0.5927038485467283,1548.0,779.0,0.4325406195688156,0.4342845811408622,0.8780883579055367,0.03927753153377701,
2020,61,20522499.3,107191862.44,14440008.88,6082490.4,74621887.71,32569974.73,7706790.73,3647332.95,39615531.3,18986159.66,7132836.49,573954.2,36547501.08,3068030.22,,,,,40375825.54,66816036.9,0.6233312434271759,2658.0,1204.0,0.5308835318392939,0.5337109411805292,0.6961525437788634,0.07744513627159155,
2020,62,32644053.0,281382418.81,30814300.35,1829751.49,263465712.77,17916701.12,14178729.6,681677.78,111058757.39,6199379.69,12563099.26,1615629.8,97900899.4,13157855.72,,,,,183403643.53,97978775.28,0.34820503603019687,9587.0,3937.41,0.4215302106006938,0.460134724428361,0.936326135386241,0.1184765256628449,
2020,63,69947553.76,372897425.59,66224027.31,3723526.23,357848621.6,15048803.98,35005586.97,1897332.3,173541019.4,7227542.2,32240377.47,2765209.21,158305245.92,15235773.48,,,,,250314938.59,122582487.0,0.3287297755034093,12797.0,5998.0,0.48495651212534946,0.5285934485097988,0.9596435830411281,0.08779349996142756,
2020,65,18831768.0,119447074.0,17831171.0,1000597.0,114862789.0,4584285.0,6997811.0,566544.0,39498720.0,2088978.0,5737852.0,1259959.0,30992194.0,8506526.0,,,,,74819350.0,44627724.0,0.37361923156024734,5076.0,1774.0,0.3438774240454844,0.3924482020838676,0.9616207844488514,0.21536206742902048,
2020,87,1236333.93,13968607.950000001,1202446.94,33886.99,13619619.15,348988.8,121939.61,3076.45,1289642.81,35460.9,110893.34,11046.27,1172438.32,117204.49,,,,,,13968607.950000001,1.0,,,0.09469007876038883,0.10140955575137478,0.9750162076815965,0.09088135807154231,
2020,88,1045464.07,7448490.79,1003863.67,41600.159999999996,7186158.95,262331.83999999997,294859.46,8365.27,1857112.81,52595.51,277228.33,17631.04,1763534.73,93578.08,,,,,,7448490.79,1.0,,,0.2584291306275657,0.29372460505518644,0.9647805377765661,0.05038901217853319,
2020,89,308340.95,10648701.49,291267.19,17073.760000000002,10040294.48,608407.01,108750.63,7956.45,3684903.4,294685.06,100360.8,8389.83,3396952.21,287951.19,,,,,10648701.49,,,,,0.3670114863005492,0.3733706841474318,0.9428656150638326,0.07814348403271576,
2020,90,336880.68,5642481.29,322065.7,14814.829999999998,5338776.38,303704.79,152029.24,0.0,1746940.52,0.0,149253.35,2775.8,1681973.02,64967.50000000001,,,,,5642481.29,,,236.0,73.3,0.3272173988302541,0.47204418228951417,0.9461752916153666,0.037189302816102755,
2020,333,2119605.5,19451934.54,2114286.88,5318.280000000004,17863261.28,1588672.6199999999,458088.66,24369.11,3363508.41,201015.83,416321.05,41767.21,2997776.35,365732.07,,,,,,19451934.54,1.0,,,0.18829195617072672,0.21666343594772722,0.9183282641254458,0.10873529226585166,
2020,2001,13917565.76,114256341.23,13259753.63,657811.89,109729011.37,4527329.86,4217832.27,157075.49,38778263.91,1219974.78,3769571.98,448260.08,34271106.65,4507157.26,,,,,69061804.85,45194536.38,0.3955538562977666,1985.0,895.0,0.353400285173826,0.31809280833523296,0.9603756797105344,0.11622895935879457,
2020,2004,29280252.0,269019874.72,29004183.69,276067.49,266340634.83,2679236.27,16070086.19,140726.12,149779476.63,1371958.97,13879765.96,2190319.84,130022614.77,19756859.29,,,,,166089964.12,102929910.6,0.3826108041538976,7754.0,4694.0,0.5623605903229948,0.5540609714018812,0.990040736236352,0.1319063181052858,
2020,3028,750094.0,46101121.0,535785.0,214309.0,33058858.0,13042263.0,440140.0,192597.0,26974699.0,11710343.0,425721.0,14419.0,26056180.0,918519.0,,,,,45816629.0,284492.0,0.00617104299914963,1923.0,1177.0,0.81595979510242,0.8214862304842427,0.717094449829105,0.03405113065395095,
2020,3029,2416263.09,58948619.62,2350470.85,65792.24,57109902.78,1838716.84,890857.73,37528.86,22239462.44,1088212.59,837658.4,53199.33,20775704.12,1463758.32,,,,,50191988.04,8756631.58,0.14854684700757714,,,0.3894151689536461,0.3790124561638363,0.9688081442474328,0.06581806210240394,
2020,4000,3118585.91,153498177.17,2861021.0,257564.91,141622253.51,11875923.66,547867.58,50950.4,22683185.07,1952251.74,547867.58,0.0,22683185.07,0.0,,,,,141034785.49,12463391.68,0.08119569827983514,7338.0,935.98,0.16016681353258042,0.19149372898695954,0.9226315003933412,0.0,
2020,4003,915296.0,22155569.0,810212.0,105084.0,19165166.0,2990403.0,107046.0,7490.0,1079205.0,278994.0,105607.0,1439.0,1051567.0,27638.0,,,,,20708914.0,1446655.0,0.06529532146071265,1521.0,95.0,0.05631075671350825,0.13212097574461992,0.8650270277418738,0.025609592246144154,
2020,4019,90065.95,1844150.75,89864.28,201.64999999999998,1827553.32,16597.43,27063.44,66.4,440629.85,4890.21,25985.71,1077.72,405783.53,34846.34,,,,,1667402.15,176748.6,0.09584281545312931,153.0,33.0,0.24110369047946573,0.301159036716257,0.9909999602798198,0.0790830217244701,
2020,5033,4467995.87,63226315.02,4219800.19,248195.44,61326349.43,1899965.59,3658449.21,60529.12,48459960.31,650427.02,3398593.88,259855.2,46131861.33,2328098.98,,,,,60865466.86,2360848.16,0.03733964503946193,1088.0,976.0,0.7901980267929345,0.8669721421098849,0.9699497655462128,0.048041702162095724,
2020,5034,7237905.03,62905524.97,7036057.34,201847.26,60982390.22,1923134.13,6466.91,6161.84,16525.34,7973.1,6466.91,0.0,16525.34,0.0,,,,,47099251.89,15806273.08,0.25127002894480416,582.0,0.0,0.0002709854425250175,0.0009191099059462753,0.969428206013428,0.0,
2020,5050,76062459.68,459961773.15,73303573.18,2758886.5,444118987.48,15842785.67,28056806.66,955429.0,149875898.83,4807305.71,25669460.0,2387346.66,136876885.26,12999013.57,,,,,296941956.58,163019816.57,0.35442035857366117,17835.0,5139.0,0.33746789273842825,0.3827481450475181,0.9655562992517784,0.08673184729150091,
2020,8992,32578058.38,220774522.56,29748587.259999998,2829470.97,204540474.48,16234047.45,7876884.39,703791.05,61131699.64,4503231.56,6754302.33,1122581.91,52964483.17,8167216.35,,,,,193198454.55,27576068.01,0.12490602489019374,3513.0,1057.63,0.29887336379469226,0.26478179690204223,0.9264677468588429,0.13360034806975962,
2021,1,70757578.0,429740757.0,58922849.0,11834729.0,366413615.0,63327142.0,31524046.0,6827971.0,182153846.0,28424613.0,26176458.0,5347588.0,154378303.0,27775543.0,,,,,245612089.0,184128668.0,0.4284645219257153,14343.0,6348.0,0.49712630356271015,0.5350054611242576,0.8526387340077217,0.15248397774703037,
